country,norm_text,norm_id,scenario
india,"6. Indians have a unique approach to time, where punctuality is not a priority, and flexibility is often valued over strict schedules.",5,"Priya organizes a birthday party for her child with invitations saying the event will start at 5 PM. The first guests begin arriving at 5:45 PM, and activities casually commence around 6:15 PM."
india,"6. Indians have a unique approach to time, where punctuality is not a priority, and flexibility is often valued over strict schedules.",5,"An Indian music concert is advertised to start at 8 PM. The performance doesn't begin until close to 8:30 PM, with audience members arriving throughout the first few songs."
india,"6. Indians have a unique approach to time, where punctuality is not a priority, and flexibility is often valued over strict schedules.",5,Vikram sets up a friendly cricket match with his colleagues meant to begin at 9 AM. The game kicks off around 9:30 AM after everyone finally gathers and exchanges pleasantries.
india,"6. Indians have a unique approach to time, where punctuality is not a priority, and flexibility is often valued over strict schedules.",5,"A job interview in an Indian company is set for 11 AM. Candidates are asked to wait patiently, as interviews may begin anytime after the scheduled hour, according to the availability of the panel."
india,"6. Indians have a unique approach to time, where punctuality is not a priority, and flexibility is often valued over strict schedules.",5,"A temple festival is slated to commence with a special ceremony at 6 PM. Community members arrive leisurely, witnessing the rituals starting closer to 7 PM without concern."
india,"6. Indians have a unique approach to time, where punctuality is not a priority, and flexibility is often valued over strict schedules.",5,"An art exhibition opening is planned for 4 PM at a gallery. Artists and guests gradually arrive over the next hour, creating an informal start to the event."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,A young woman in a traditional Indian family decides to pursue a career in engineering. Her parents support her decision but insist on finding a suitable marriage proposal to maintain family harmony.
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"During a wedding ceremony, a family member ensures that all guests are treated with utmost respect and hospitality, aiming to leave a positive impression on the community."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"A son chooses not to argue publicly with his father during a disagreement at a social gathering, prioritizing calm discussion at home to avoid potential embarrassment."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"A family manages to send all their children to well-reputed universities, often sacrificing personal luxuries to enhance their standing and respect within their social circles."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"A mother insists that her children greet elders with folded hands and a bow, teaching them values that highlight the family's adherence to cultural norms."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"A father imposes a curfew for his daughter, believing it upholds safety and prevents any circumstances that could invite unwarranted gossip."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"When a young man is seen helping neighbors clean after a festival, his actions reflect positively on his upbringing, earning admiration from the community."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"A teenage girl dresses conservatively for a community event, understanding her attire reflects both her individuality and her family's values."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"After a business disagreement, a family friend personally reconciles the involved parties, avoiding public disputes that could otherwise lead to strained relations."
india,"7. The concept of ""izzat"" (honor) is deeply ingrained in Indian culture, and individuals are expected to maintain their family's reputation and honor.",6,"Having received an award for academic excellence, a student makes sure to acknowledge both his teachers and family in a public speech, thereby honoring those who supported him."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"During a family gathering, a young man defers to his father’s decision on an important purchase, preferring not to speak out against his judgment in front of the family."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"In a classroom, students stand up to greet their teacher as soon as she enters the room and wait for her to invite them to be seated."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"At a traditional wedding, the groom touches the feet of his grandparents and parents, seeking their blessings before the ceremony proceeds."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"In a corporate setting, a junior employee addresses his older colleague as 'Sir', even when casually discussing work at lunch."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"During a village panchayat meeting, younger members listen attentively and refrain from interjecting as the elders deliberate on community issues."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"When sharing a meal, younger siblings wait for their older brother to start eating first, signaling respect for him."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"At a temple, individuals queue up patiently, ensuring that elders are given priority in receiving blessings from the priest."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,A young woman helps her grandfather with chores around the house and consults him before making significant choices in her life.
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"A young doctor consults with a senior physician before making a difficult medical decision, valuing the senior’s years of experience and wisdom."
india,"8. Indian society is characterized by a strong sense of hierarchy, with respect for elders and authority figures being deeply ingrained.",7,"During a neighborhood meeting, people wait respectfully for the community leader to voice his opinion before they start discussing the topics at hand."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"During a business negotiation, an employee realizes they've misunderstood a key point. Rather than admitting the oversight directly, the employee deftly steers the conversation to clarify the subject, ensuring no party loses respect."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"At a family gathering, a young man is asked about his marital prospects. Not wanting to disappoint his elders, he shares his aspirations for marriage without revealing his personal hesitations."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,A student receives feedback on a project that was not up to expectations. He approaches his teacher later to discuss how he can improve while praising the teacher's guidance in the classroom.
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"In a meeting, a manager incorrectly remembers a project's details. An associate gently redirects the conversation by highlighting another successful aspect of the project to avoid direct contradiction."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"After a festive meal, a guest discreetly sets aside a dish they didn't enjoy, while thanking the host for an exceptional spread."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"During a festival, an elder is praised for their work. Rather than taking full credit, they emphasize the collective effort of all the community members involved."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"A team leader makes an error in a report. Instead of publicly acknowledging the mistake, they discuss improvements that are being implemented in private meetings."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"When complimented on his academic success, a student shares credit with his supportive family and teachers."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"At a family function, someone asks about a relative's absence. The host responds by highlighting the guest's busy schedule rather than mentioning any underlying family issues."
india,"9. The idea of ""saving face"" is crucial in Indian culture, where avoiding embarrassment or shame is a top priority.",8,"A junior staff member presents a proposal in front of seniors, mindful of honoring their contributions, prefacing his suggestions with appreciation for their past achievements."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"During a wedding, an entire neighborhood comes together to help organize the event, with families taking different responsibilities such as catering, decorations, and hosting guests."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"When a young couple moves into a new apartment, neighbors come by with homemade sweets and offer to help them settle in, including sending over meals for their first few days."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"During a national festival like Diwali, families spend days preparing together, visiting each other's homes, exchanging gifts, and participating in communal prayers and festivities."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"A family experiencing financial hardship is supported by their community, with neighbors contributing anonymous donations and volunteering time to help the family manage through the tough period."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"In rural areas, during harvest season, villages gather collectively in the fields, sharing tools and resources to ensure that everyone completes their harvest on time."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"When a family member passes away, the extended family and community members continuously visit the bereaved family's home, providing food, company, and emotional support for several days."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"During a child's birthday, invitations extend to entire families rather than individual friends, with everyone participating in the celebrations, games, and dining together."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"In many localities, public celebrations for festivals like Holi or Eid are organized with contributions from all community members, who share the responsibility of planning and executing the event, ensuring inclusivity."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"When a family plans to renovate their ancestral home, they consult with extended family members about the changes to honor traditions and family sentiments, providing them space during the renovation process."
india,"10. Indians have a strong cultural heritage that emphasizes the importance of social relationships and community ties, often prioritizing these over individual interests.",9,"A community organizes a fund for education that helps support the neighborhood's children, using the pooled resources to ensure that financial difficulties do not impede their schooling."
