country,question_id,question,trait,high,moderately_high,medium,moderately_low,low
southafrica,20,Imagine you are a student in the group who loves exploring new cultures. The struggling student is from a different cultural background with unique study habits. How would you incorporate these cultural differences into the group's study sessions?,Openness to Experience,"I would eagerly integrate their study habits into our sessions, encouraging everyone to embrace and learn from these diverse methods for a rich study experience.","I would suggest incorporating their unique approach into our sessions occasionally, adding variety and enriching our study techniques.",I would be open to trying out their study methods from time to time if it seems beneficial to the group.,"I might include their methods when directly relevant, while primarily sticking to our established routine.",I would prefer to maintain our regular study routine and minimize changes unless absolutely necessary.
southafrica,21,Assume you are in charge of organizing the study group's schedule. You notice that the struggling student has a difficult time keeping up with a strict timetable. How would you approach creating a plan that includes flexibility yet maintains progress?,Conscientiousness,"I would develop a detailed schedule with built-in breaks and alternative study sessions tailored to their pace, keeping communication open for any adjustments.",I would propose a flexible timetable with periodic check-ins to ensure everyone is on track and adjust as needed if someone struggles.,I would make a general schedule and allow for some adjustments if necessary while encouraging the group to follow it as closely as possible.,I would mainly stick to the original schedule but be open to minor changes if the struggling student absolutely needs them.,"I would insist on everyone adhering to a strict schedule, noting that it's their responsibility to keep up."
southafrica,22,Imagine you're an outgoing member of the study group. You see that the struggling student is shy and hesitant in group discussions. How would you encourage them to participate more actively during study sessions?,Extraversion,"I'd frequently engage them in conversation, ensuring they feel heard and valued, and invite them to lead a portion of the discussion.",I'd regularly ask for their opinions and suggest they share a topic they're comfortable with in the next session.,I'd occasionally ask them questions directly to gently bring them into the conversation without pressure.,"I'd encourage them to speak up in conversations when they feel ready, offering support when needed.","I'd let them contribute at their own pace, stepping in only if they seem comfortable doing so."
southafrica,23,"Assume you are part of the group and notice another student is less patient with the struggling student, sometimes making them uncomfortable. How would you handle the situation to ensure a supportive and inclusive atmosphere for everyone?",Agreeableness,"I would gently intervene, encouraging patience and understanding, and offer additional support to the struggling student while promoting a more empathetic group environment.",I would suggest we all take a moment to reflect on how we can be more supportive and propose some strategies to help the struggling student.,I would mention to the group that we should try to be more accommodating and offer to help the struggling student myself.,I would briefly mention to the impatient student to be more considerate but not push the matter further.,"I would let the situation unfold without intervening, thinking it's best not to get involved."
southafrica,24,Imagine you are feeling overwhelmed with your own academic workload while still helping the struggling student. How do you handle your stress to ensure you can continue to be a supportive member of the study group?,Neuroticism,"I find myself worrying frequently and sometimes find it hard to focus, but I try to manage by practicing deep breathing and reminding myself that this phase will pass.","I feel anxious at times, but I take short breaks to clear my head and prioritize tasks to stay on top of everything.",I acknowledge the stress but focus on planning and managing my schedule effectively to balance both my work and supporting the student.,I generally stay calm and rely on maintaining a steady study routine to manage my tasks without getting overly stressed.,"I rarely feel stressed in these situations, so I remain relaxed and continue to offer my help with a positive outlook."
southafrica,25,Imagine you are an amateur filmmaker documenting the community's relief efforts during the natural disaster. How would you creatively capture and present these spontaneous actions to highlight different cultures and their unique contributions?,Openness to Experience,"I would create a documentary series featuring in-depth interviews and immersive storytelling, incorporating various cultural music, dance, and narrative styles to capture diverse perspectives.","I would focus on a visual montage, combining different cultural symbols and practices with voiceovers from community members to emphasize unity in diversity.",I would aim for a balanced film by capturing key moments from each cultural group and narrating their contributions to the relief efforts.,I would document the essential actions and include brief cultural notes to ensure the focus remains practical yet slightly diverse.,"I would film the events as they happen with minimal edits, presenting the relief efforts as a straightforward record of community action."
southafrica,26,Assume you are responsible for managing the inventory of supplies. How would you ensure that the correct quantity and type of supplies are distributed fairly and efficiently to the affected families?,Conscientiousness,"I would implement a detailed tracking system, conduct regular audits, and coordinate with team members to ensure each family's needs are met precisely.","I would create a checklist for distribution, conduct periodic checks, and communicate with families to adjust supplies as needed.",I would keep an inventory log and check it occasionally to make sure supplies are fairly distributed.,I would distribute supplies based on available stock and follow up if any issues arise.,I would distribute supplies as I see fit and address any problems only when they are brought up.
southafrica,27,Imagine you are in charge of rallying volunteers for the relief effort. How would you go about reaching out to people and motivating them to participate in this communal cause?,Extraversion,"I would organize a vibrant community event with music and guest speakers, and personally engage with people to inspire and excite them about volunteering.","I would personally contact friends and community members with a passionate message, and use social media to inspire others to join the cause.",I would send out informative emails and create a social media post to raise awareness and encourage people to participate.,I would share the volunteering opportunity with my immediate network and consider putting up a few posters in community centers.,I would quietly mention the opportunity to a few people I know and let them decide if they want to spread the word.
southafrica,28,You are coordinating between different community groups to streamline relief efforts. How would you handle potential conflicts and disagreements in opinions and approaches among the groups to maintain harmony?,Agreeableness,"I would actively listen to all sides, show empathy, and work to find a consensus that considers everyone's needs, ensuring everyone feels heard and respected.",I would encourage open dialogue to understand different perspectives and help the groups find common ground to move forward together.,"I would facilitate discussions and propose fair compromises, making sure all parties have a chance to express their views.",I would remind everyone of the common goal and propose solutions that best align with the majority view.,"I would enforce decisions based on practical considerations, urging everyone to follow the most efficient path."
southafrica,29,Assume you are overwhelmed by the scale of the disaster and the demands it places on you. How would you manage your stress and remain calm to carry out your responsibilities effectively during this challenging time?,Neuroticism,"I would feel deeply anxious and find it difficult to focus, needing a lot of reassurance and support from others before I can begin handling my responsibilities.",I would feel quite stressed and would frequently seek advice and encouragement from friends and colleagues to cope more effectively.,I would likely experience some stress but try to focus on organizing tasks and asking for help if I feel it is necessary.,I might feel a bit stressed but would confidently rely on past experiences and rational thinking to manage effectively without needing much outside support.,"I would remain calm and composed, quickly planning and acting on solutions with little stress impacting my performance."
southafrica,30,"Imagine you are part of the organizing committee for the fundraising concert. When brainstorming ideas for the event, do you prefer sticking to a traditional concert format, or are you eager to incorporate new and unconventional artistic expressions, even if they are untested?",Openness to Experience,I'm very excited about trying new and unconventional artistic expressions to make the concert truly unique and memorable.,I'm quite open to including some innovative ideas alongside traditional elements to keep things fresh.,I think a mix of new ideas and traditional formats could work well for the concert.,"I prefer sticking mostly to the traditional format, but I’m open to considering a few new elements.",I believe we should stick to the traditional concert format as it’s proven and reliable.
southafrica,31,"Assume you are responsible for coordinating the event's logistics. How would you approach ensuring everything from sound checks to artist schedules runs smoothly? Would you create detailed plans well in advance, or do you rely on improvisation and adaptation as things unfold?",Conscientiousness,"I would create a comprehensive and detailed plan well in advance, including contingency strategies for any potential issues.",I would prepare a detailed plan in advance but remain flexible to make necessary adjustments during the event.,"I’d plan some key elements beforehand, but I’m also comfortable adapting on the fly as needed.","I prefer a basic outline and to manage issues as they arise, adjusting plans when necessary.","I rely heavily on improvisation, dealing with problems as they occur without detailed prior planning."
southafrica,32,"Imagine you attend the fundraising concert as an artist. Do you actively seek out opportunities to network and engage with others, introducing yourself and making new connections, or do you prefer observing from the sidelines and enjoying the performances more privately?",Extraversion,I actively engage with as many people as possible and spend most of the event making new connections.,I enjoy meeting new people and take time to introduce myself to several attendees throughout the concert.,I meet a few new people and balance socializing with enjoying the performances.,I prefer to enjoy the performances and talk casually with one or two familiar faces.,"I mostly keep to myself, focusing on the performances and staying in the background."
southafrica,33,"If you were one of the collaborating artists and another participant proposed a change to your performance time that benefits the overall event, how would you react? Would you readily adjust to support the team or prioritize your initial plan regardless of the impact?",Agreeableness,"I would enthusiastically agree to the change, as it's important for the whole event to succeed and I'm happy to adapt for the benefit of everyone.","I would agree to the change if it's clear that it benefits the overall event, as I'm quite flexible when it serves the greater good.","I might agree to the change after considering how it impacts my performance, balancing my needs with those of the event.","I'd prefer to stick to my initial plan, but I might consider the change if there's a compelling reason.",I would prioritize my original plan because it's important to me and changing might not be ideal.
southafrica,34,"Assume you are the featured musician reliant on the success of this event. If unexpected issues arise during the concert, like a technical glitch or a scheduling mix-up, how do you handle the stress? Do you remain calm and find solutions, or do you experience heightened worry and anxiety?",Neuroticism,"I become extremely anxious, immediately start thinking the worst, and find it hard to focus on finding solutions.","I feel quite stressed and worry about the implications, but I try to manage my anxiety while addressing the problem.",I experience some nervousness but balance it with problem-solving to work through the issue.,"I stay relatively calm, reassess the situation, and focus on resolving the issue efficiently.","I remain composed under pressure, viewing it as an opportunity to demonstrate resilience and creativity."
southafrica,35,Imagine you are in charge of planning a creative fundraising event for the school rebuilding project. How would you introduce innovative ideas or unusual activities to attract community interest and support?,Openness to Experience,"I would organize a multicultural festival incorporating virtual reality experiences, interactive art installations, and global cuisines to draw diverse interest.","I would host a themed event with live cultural performances and unique, hands-on workshops to engage various age groups.","I would plan a community fair with local music bands and artisans to create a fun, interactive atmosphere.",I would arrange a simple charity auction and a few traditional performances to keep the event relatable.,I would stick to a straightforward format like a bake sale or a car wash to keep things easy and familiar.
southafrica,36,Assume you are responsible for coordinating the volunteer schedule for the school renovation. How would you ensure that everyone is reliably informed and that tasks are completed on time and with precision?,Conscientiousness,"I would create a detailed schedule, use project management software to track progress, and send daily updates and reminders to all volunteers.","I would prepare a structured timeline with clear roles, hold regular brief meetings, and send weekly email updates to keep everyone informed.",I would create a basic schedule and touch base with the volunteers every now and then to ensure tasks are on track.,I would inform volunteers of their tasks at the beginning and trust that they will stick to the schedule with occasional check-ins.,"I would provide a list of tasks and let the volunteers manage their own time, intervening only if necessary."
southafrica,37,Visualize yourself as one of the lead organizers during the fundraising event. How would you engage with the crowd and energize others to keep the community's spirit high and maintain active participation throughout the event?,Extraversion,"I'd constantly interact with the crowd, leading lively activities and using a microphone to keep everyone excited and involved.","I would frequently mingle with groups, encouraging participation and enthusiasm through engaging speeches and activities.","I'd occasionally check in with attendees, offering support and a few encouraging words to maintain their interest.","I'd help maintain the atmosphere by being present and supportive, allowing others to take the lead in energizing the crowd.","I'd focus on supporting the event behind the scenes, letting others handle crowd engagement and the energetic parts."
southafrica,38,Imagine you are in a meeting where some community members have conflicting opinions about how to best use the raised funds. How would you approach mediating between differing views to maintain harmony and ensure a constructive outcome?,Agreeableness,"I would actively listen to all opinions, empathize with each perspective, and facilitate a collaborative discussion to find a consensus that satisfies everyone.","I would encourage a respectful dialogue, aiming to understand each viewpoint and suggesting a compromise that considers the most essential points.",I would acknowledge the key points from each side and propose a solution that incorporates elements from both perspectives.,I would listen to the main arguments and propose a practical solution that might not please everyone but works for the majority.,"I would focus on the most practical solution, prioritizing efficiency over consensus, and suggest moving forward quickly."
southafrica,39,"Assume you face unexpected challenges during the renovation process, such as a shortage of materials or volunteers dropping out. How would you react and handle the stress while ensuring the project stays on track?",Neuroticism,"I would probably feel overwhelmed and anxious, but I would try to calm myself down and find immediate solutions to keep the project moving.",I might get quite stressed about the setbacks but would focus on finding alternative materials or recruiting more help as soon as possible.,"I would acknowledge the stress, plan new strategies, and reach out to the team to keep things progressing.","I would take a deep breath, reassess the situation, and calmly explore new options to overcome these challenges.","I would keep cool-headed, knowing that challenges are part of any project, and methodically explore practical solutions without feeling too stressed."
southafrica,40,Imagine you are part of the cooperative and someone proposes a new pattern inspired by traditional South African art styles for the next line of handicrafts. How might you approach this new idea?,Openness to Experience,"I am excited to explore and incorporate different traditional patterns, and I would love to experiment with combining them to create something fresh and innovative.",I'm very interested in trying out this concept and would like to see how these traditional inspirations work with our current designs.,"I think trying out some traditional patterns in our crafts could be interesting, and I'm open to seeing how it could be integrated.","I'm not sure if traditional patterns will suit our style, but I'm willing to look into it and see if there's potential.",I prefer to stick with what we know and avoid changes that might not fit our established design.
southafrica,41,Assume you are in the position of managing the cooperative's schedule for creating and selling products. How would you ensure that all tasks are completed efficiently and the deadlines are met?,Conscientiousness,"I would create a detailed schedule with specific deadlines, assign clear roles to each member, and conduct regular progress meetings to ensure everything stays on track.","I would develop a structured timeline, assign tasks accordingly, and have periodic check-ins to monitor progress.",I would set up a basic workflow and remind everyone of upcoming deadlines to keep things moving smoothly.,"I would discuss the tasks with the team and rely on them to manage their parts independently, with occasional reminders.",I would trust the team to handle their responsibilities and only step in if any issues arise.
southafrica,42,Imagine you are at a local fair representing the cooperative and have the chance to promote the products. How would you engage with potential customers and encourage them to learn more about the cooperative?,Extraversion,"I would actively approach people with enthusiasm, engage them in lively conversations, and offer demonstrations and free samples.","I would greet visitors warmly, discuss the benefits of our products, and invite them to try samples.",I would smile and make myself available to answer questions from interested visitors.,"I would stay at our booth, waiting for people to approach, offering information when asked.","I would quietly stay at our booth, only interacting with those who directly inquire about our products."
southafrica,43,Assume you are in a meeting where a disagreement arises about how to split the profits from a particularly successful sale. How would you handle this situation to maintain harmony within the group?,Agreeableness,I would actively listen to everyone's opinions and propose a solution that balances everyone's interests and ensures everyone's voice is heard.,"I would suggest we discuss each perspective, work towards a compromise, and try to find middle ground that most can agree on.",I would ask for more information and propose a fair solution that considers most viewpoints but may lean towards one side.,I would express my own view while being open to alternative suggestions but prioritize closing the discussion quickly.,I would state my preference strongly and suggest we go with my idea unless someone else has a much stronger case.
southafrica,44,"Imagine a scenario where the cooperative faces unexpected financial difficulties due to a drop in sales. How do you react, and what steps would you take to manage any stress or anxiety that arises from this situation?",Neuroticism,"I become extremely worried and may have trouble sleeping, but I would immediately seek support from colleagues to discuss financial strategies and take up meditation to manage stress.",I feel quite anxious but try to focus on developing a detailed plan to improve sales while practicing mindfulness exercises to cope with the stress.,"I feel concerned and look into possible solutions, such as adjusting the budget and reaching out for advice from industry contacts to alleviate stress.","I try not to stress too much, focusing on practical steps like revising marketing strategies while making sure to maintain a balanced work-life routine.","I remain relatively calm, confident that we can adapt and find solutions to improve sales, and I do not let it affect my overall peace of mind."
southafrica,45,"Imagine you are in charge of creating a unique wedding ceremony program to reflect the couple's diverse cultural heritage. How would you balance traditional customs with new, creative elements in the planning?",Openness to Experience,I would blend key traditions from each culture with innovative themes like contemporary art installations and fusion music performances to create an unforgettable experience.,I would incorporate significant traditional customs but integrate modern elements like interactive ceremonies and personalized vows to add a fresh touch.,"I would use a balanced mix of traditional ceremonies and new elements, such as customizing certain rituals to reflect modern lifestyles and preferences.",I would focus mainly on traditional customs while occasionally infusing some contemporary elements to cater to diverse tastes.,"I would prioritize traditional customs significantly, ensuring the ceremony remains as close to the heritage roots as possible, with minimal modern changes."
southafrica,46,"Assume you are responsible for coordinating the wedding schedule. How do you ensure that all aspects of the preparation are running smoothly and on time, especially when last-minute changes arise?",Conscientiousness,"I create a detailed timeline, regularly check in with all parties involved, and have contingency plans for potential issues, ensuring everything is well-documented and communicated.","I prepare a checklist and maintain regular communication with vendors, while staying flexible to quickly adapt to any last-minute changes.","I keep track of key tasks, rely on reminders, and address issues as they come up through regular updates.","I handle tasks as they arise and try to manage changes with available resources, checking in occasionally.","I prefer to address issues as they occur and do not usually create a detailed plan, hoping everything will naturally fall into place."
southafrica,47,Imagine you're in charge of entertaining the guests at the wedding. How would you engage with different groups and ensure everyone feels included and enjoys themselves throughout the celebration?,Extraversion,"I would energetically move from group to group, initiating conversations, organizing interactive games, and making sure each guest feels heard and entertained.","I would mingle with guests, checking in frequently with different groups, and facilitate some fun activities to keep the vibe lively.","I would ensure that there's a good mix of music and activities, joining in occasionally to make sure everyone is having a good time.","I would set up a few activities and check in periodically, preferring to let guests entertain themselves most of the time.","I would make sure there are basic activities arranged, but I'd mostly let guests naturally find ways to enjoy the celebration on their own."
southafrica,48,Assume you are mediating a disagreement between two family members over wedding preparations. How would you approach this situation to foster cooperation and maintain a harmonious atmosphere?,Agreeableness,"I would actively listen to both sides, empathetically acknowledge their concerns, and work collaboratively to find a solution that satisfies everyone involved.",I would encourage open dialogue and suggest compromises that might help resolve their issues amicably.,"I would propose taking turns to express their viewpoints, aiming to reach a fair and balanced outcome.","I would listen to both sides and offer some general advice, but ultimately let them work it out on their own.","I would keep my distance, as it's their issue to resolve, and suggest they find a way to compromise."
southafrica,49,Imagine you notice some details going awry during the wedding day. How do you handle the stress and potential emotional reactions to keep everything on track without affecting the joyous mood of the event?,Neuroticism,"I feel quite overwhelmed, but I try to breathe deeply and remind myself that everything will work out while seeking support from those around me.",I feel stressed but decide to focus on the most important tasks and stay positive to manage my anxiety effectively.,I acknowledge my stress but try to assess the situation calmly and handle issues step by step without letting emotions take over.,"I feel slightly stressed but quickly prioritize tasks that need attention, staying calm to keep the mood upbeat.","I remain largely unaffected by stress, taking everything in stride and reassuring others that minor issues are not a big deal."
southafrica,50,"Imagine you are a university student who hears about a protest for more scholarships for disadvantaged communities. How do you decide to participate in or contribute to the protest, whether through creativity, research, or another method?",Openness to Experience,I would design artistic banners and organize music performances to creatively engage and inspire participants during the protest.,I would write an op-ed piece for the university newspaper and also join the protest to show my support and share ideas.,"I would attend the protest and discuss with peers about the issues, contributing with some research I've done on scholarship inequalities.",I would observe the protest from a distance to see how it unfolds and maybe share a few posts on social media if something interesting comes up.,I would stay updated on the protest through social media but prefer focusing on my studies and personal commitments.
southafrica,51,Assume you are in the position of a student volunteer helping to organize the protest. How would you ensure that all logistical details are handled effectively and the protests remain peaceful and focused on their goals?,Conscientiousness,"I would create a detailed plan with assigned roles, continually communicate with team members, and monitor progress closely while also setting up conflict de-escalation teams.",I would develop a checklist for tasks and delegate some responsibilities while ensuring regular updates and general consensus about maintaining peaceful actions.,I would coordinate with the team regularly to address major tasks and rely on them to manage any conflicts that arise.,I would take care of urgent issues as they come up and encourage others to step in if needed for keeping the protest aligned with our goals.,"I would trust the team to handle most logistics and only step in if really necessary, focusing on being part of the protest."
southafrica,52,"Imagine you are one of the students attending the protest. Do you find yourself naturally taking charge in leading chants and engaging with a large crowd, or do you prefer to support from within the group in a quieter way?",Extraversion,I enthusiastically lead the chants and thrive on the energy of engaging with the crowd.,I often find myself stepping in to help organize and energize small groups within the larger crowd.,"I offer my support by participating and following along with the chants, sometimes engaging with others around me.","I prefer to stay within the crowd, providing silent support and occasional cheers.","I am more comfortable observing and supporting quietly from the back, avoiding the spotlight."
