country,scenario_text,scenario_id,question,trait
saudiarabia,"After losing his job, Saleh found encouragement and practical help from his relatives, who introduced him to new opportunities through their extensive networks and offered financial support while he got back on his feet.",3,"Assume you are in Saleh's situation, with the financial support of your relatives. How would you prioritize and organize your job search efforts to ensure a timely return to employment?",Conscientiousness
saudiarabia,"After losing his job, Saleh found encouragement and practical help from his relatives, who introduced him to new opportunities through their extensive networks and offered financial support while he got back on his feet.",3,"Imagine you are Saleh, and you have an upcoming networking event organized by your relatives. How would you approach meeting new people and building connections at this event, knowing it could lead to potential job opportunities?",Extraversion
saudiarabia,"After losing his job, Saleh found encouragement and practical help from his relatives, who introduced him to new opportunities through their extensive networks and offered financial support while he got back on his feet.",3,"Assume you are in Saleh's shoes, receiving emotional and financial support from your relatives. How would you express your gratitude and willingness to collaborate with them during this challenging time to find a new job?",Agreeableness
saudiarabia,"After losing his job, Saleh found encouragement and practical help from his relatives, who introduced him to new opportunities through their extensive networks and offered financial support while he got back on his feet.",3,"Imagine being Saleh, who has lost his job but has the support of his family. How would you manage feelings of anxiety or stress during this period of unemployment while still being receptive to your relatives' help?",Neuroticism
saudiarabia,"On EID, Sarah's family home becomes the focal point as relatives from different cities join together for a feast, exchanging gifts and sharing memories as they catch up on each other's lives.",4,"Imagine you are at Sarah's family home for EID, and you hear about a traditional game that some of the elders are playing for the first time this year. Would you be interested in joining them to learn this new game and potentially incorporate it into future EID traditions?",Openness to Experience
saudiarabia,"On EID, Sarah's family home becomes the focal point as relatives from different cities join together for a feast, exchanging gifts and sharing memories as they catch up on each other's lives.",4,Assume you are in charge of organizing the gift exchanges at the EID gathering. How do you plan to ensure that each family member receives their intended gift promptly and that the process runs smoothly?,Conscientiousness
saudiarabia,"On EID, Sarah's family home becomes the focal point as relatives from different cities join together for a feast, exchanging gifts and sharing memories as they catch up on each other's lives.",4,Imagine you arrive at Sarah's bustling family home filled with a mix of familiar and unfamiliar faces. How do you approach this lively gathering to catch up with relatives and engage in conversations?,Extraversion
saudiarabia,"On EID, Sarah's family home becomes the focal point as relatives from different cities join together for a feast, exchanging gifts and sharing memories as they catch up on each other's lives.",4,Assume one of the younger family members at the EID celebration feels left out during the festivities. How would you respond and what actions would you take to include them in the activities and ensure they feel welcome?,Agreeableness
saudiarabia,"On EID, Sarah's family home becomes the focal point as relatives from different cities join together for a feast, exchanging gifts and sharing memories as they catch up on each other's lives.",4,"As the EID celebrations unfold at Sarah's family home, things start getting chaotic, with too many conversations and activities happening simultaneously. How do you deal with the potential stress or overwhelming feelings in this vibrant and busy environment?",Neuroticism
saudiarabia,"When Layla was deciding on her career path, she sought guidance from her father and uncles, who provided insights from their experiences and helped her connect with professionals in her field of interest.",5,"Imagine you are Layla and considering a career path suggested by your family, how open are you to exploring unconventional career options that are new and unfamiliar to you?",Openness to Experience
saudiarabia,"When Layla was deciding on her career path, she sought guidance from her father and uncles, who provided insights from their experiences and helped her connect with professionals in her field of interest.",5,"Assume you are in Layla's shoes, and you have received career advice from your family. How detailed and structured is your plan to research and follow through on their suggestions?",Conscientiousness
saudiarabia,"When Layla was deciding on her career path, she sought guidance from her father and uncles, who provided insights from their experiences and helped her connect with professionals in her field of interest.",5,"Put yourself in Layla's position, meeting professionals connected by your family, how comfortable do you feel initiating conversations and networking in these settings?",Extraversion
saudiarabia,"When Layla was deciding on her career path, she sought guidance from her father and uncles, who provided insights from their experiences and helped her connect with professionals in her field of interest.",5,Imagine you are Layla and your father and uncles have different opinions on your career path. How would you handle these differing opinions when making your decision?,Agreeableness
saudiarabia,"When Layla was deciding on her career path, she sought guidance from her father and uncles, who provided insights from their experiences and helped her connect with professionals in her field of interest.",5,Assume you are Layla and are uncertain about choosing the right career path. How do you typically react to stress and anxiety in situations where important decisions need to be made?,Neuroticism
saudiarabia,"Omar invited all his relatives, including distant cousins, to his wedding, with family members actively participating in the festivities' planning and ensuring that every tradition was honored and celebrated.",6,"Imagine you are at Omar's wedding, where everyone is strictly following traditional Saudi customs. How enthusiastic would you be about incorporating unique and modern elements into the celebration if given the opportunity?",Openness to Experience
saudiarabia,"Omar invited all his relatives, including distant cousins, to his wedding, with family members actively participating in the festivities' planning and ensuring that every tradition was honored and celebrated.",6,"Assume you are responsible for managing the timeline of events at Omar's wedding. A distant cousin wants to add an unexpected performance, potentially disrupting the schedule. How would you handle this situation?",Conscientiousness
saudiarabia,"Omar invited all his relatives, including distant cousins, to his wedding, with family members actively participating in the festivities' planning and ensuring that every tradition was honored and celebrated.",6,Picture yourself at the wedding surrounded by relatives you haven't met before. How comfortable are you initiating conversations and mingling with all the guests?,Extraversion
saudiarabia,"Omar invited all his relatives, including distant cousins, to his wedding, with family members actively participating in the festivities' planning and ensuring that every tradition was honored and celebrated.",6,Imagine one of Omar's relatives insists on including a family tradition you personally find uninteresting. How willing are you to accommodate their request to keep the peace and ensure everyone feels included?,Agreeableness
saudiarabia,"Omar invited all his relatives, including distant cousins, to his wedding, with family members actively participating in the festivities' planning and ensuring that every tradition was honored and celebrated.",6,"Visualize Omar's wedding day running slightly behind schedule, causing some stress among family members. How would you typically react in such a situation filled with unexpected minor setbacks?",Neuroticism
saudiarabia,"Upon returning from studying abroad, Amina was welcomed with open arms by her relatives, who organized a large gathering to hear about her experiences and share in the joy of her accomplishments.",7,Imagine you are at Amina's gathering and she shares stories about trying unusual foods and engaging with diverse cultures abroad. How do you respond when others express surprise or hesitation about these experiences?,Openness to Experience
saudiarabia,"Upon returning from studying abroad, Amina was welcomed with open arms by her relatives, who organized a large gathering to hear about her experiences and share in the joy of her accomplishments.",7,"Assume you are responsible for ensuring the gathering stays on schedule, but Amina's stories are captivating and taking longer than planned. How do you handle the situation while respecting both the timeline and the guests' engagement?",Conscientiousness
saudiarabia,"Upon returning from studying abroad, Amina was welcomed with open arms by her relatives, who organized a large gathering to hear about her experiences and share in the joy of her accomplishments.",7,"Imagine you are one of the relatives attending Amina's gathering. Do you take the initiative to keep the energy lively by sharing your own memorable stories, or do you prefer to listen and observe others?",Extraversion
saudiarabia,"Upon returning from studying abroad, Amina was welcomed with open arms by her relatives, who organized a large gathering to hear about her experiences and share in the joy of her accomplishments.",7,Assume you are at the gathering and notice a relative who seems left out of the conversation. How do you approach the situation to ensure they feel included and valued in the celebration?,Agreeableness
saudiarabia,"Upon returning from studying abroad, Amina was welcomed with open arms by her relatives, who organized a large gathering to hear about her experiences and share in the joy of her accomplishments.",7,Imagine you are at Amina's gathering and start feeling overwhelmed by the large crowd and noise. How do you manage your emotions and what steps do you take to regain your composure?,Neuroticism
saudiarabia,"Yousef decided to buy a new home, and his family came together to offer advice, provide financial assistance, and help him with the logistics of moving, ensuring he settled comfortably into his new space.",8,"Imagine you are choosing a design theme for Yousef's new home—his family suggests a traditional Saudi style, but you've discovered a modern minimalist approach that excites you. How do you decide between the two styles?",Openness to Experience
saudiarabia,"Yousef decided to buy a new home, and his family came together to offer advice, provide financial assistance, and help him with the logistics of moving, ensuring he settled comfortably into his new space.",8,Assume you are in charge of organizing Yousef's move. You notice some tasks have been overlooked in the excitement. How do you ensure everything is completed on time?,Conscientiousness
saudiarabia,"Yousef decided to buy a new home, and his family came together to offer advice, provide financial assistance, and help him with the logistics of moving, ensuring he settled comfortably into his new space.",8,"Imagine you are at the housewarming party of Yousef's new home, filled with friends and family. How do you interact with the guests and what role do you take on during the gathering?",Extraversion
saudiarabia,"Yousef decided to buy a new home, and his family came together to offer advice, provide financial assistance, and help him with the logistics of moving, ensuring he settled comfortably into his new space.",8,Assume you encounter a disagreement among Yousef's family about the best way to arrange the furniture. How do you approach resolving this conflict while maintaining harmony?,Agreeableness
saudiarabia,"Yousef decided to buy a new home, and his family came together to offer advice, provide financial assistance, and help him with the logistics of moving, ensuring he settled comfortably into his new space.",8,"Imagine you face an unexpected challenge during the moving day, such as damaged furniture or bad weather. How do you handle the stress and ensure the move continues smoothly?",Neuroticism
saudiarabia,"Hanan fell ill, and within hours, her extended family members arrived with homemade remedies, prayers, and offers to assist her husband with household duties, illustrating their devotion to her well-being.",9,Imagine you are one of Hanan's friends who is visiting her. You notice her family has traditional homemade remedies for her illness. How do you approach learning about or trying these remedies?,Openness to Experience
saudiarabia,"Hanan fell ill, and within hours, her extended family members arrived with homemade remedies, prayers, and offers to assist her husband with household duties, illustrating their devotion to her well-being.",9,"Assume you are Hanan's neighbor. Hanan's family is busy managing their duties, and you notice her house needs some cleaning. What steps do you take to organize and assist with the household chores?",Conscientiousness
saudiarabia,"Hanan fell ill, and within hours, her extended family members arrived with homemade remedies, prayers, and offers to assist her husband with household duties, illustrating their devotion to her well-being.",9,Imagine you are at Hanan’s home with the gathered family members. The atmosphere is lively with conversations and exchanges of well-wishes. How do you engage with the group and contribute to the atmosphere?,Extraversion
saudiarabia,"Hanan fell ill, and within hours, her extended family members arrived with homemade remedies, prayers, and offers to assist her husband with household duties, illustrating their devotion to her well-being.",9,Assume you are in the position of Hanan's cousin who is coordinating the support efforts. How do you ensure that everyone involved is comfortable and that their contributions are appreciated?,Agreeableness
saudiarabia,"Hanan fell ill, and within hours, her extended family members arrived with homemade remedies, prayers, and offers to assist her husband with household duties, illustrating their devotion to her well-being.",9,Imagine you are Hanan’s sibling who is worried about her health and the family's ability to handle the situation. How do you manage your emotions and respond to the unfolding situation around you?,Neuroticism
saudiarabia,"During Ramadan, businesses adjust their working hours to accommodate fasting Muslims, closing during the hottest parts of the day and reopening after sunset when the fast is broken.",10,Imagine you are running a business in Saudi Arabia during Ramadan. You have the option to introduce innovative services or products tailored for Ramadan or maintain the usual offerings. How do you decide to approach this opportunity?,Openness to Experience
saudiarabia,"During Ramadan, businesses adjust their working hours to accommodate fasting Muslims, closing during the hottest parts of the day and reopening after sunset when the fast is broken.",10,Assume you are in charge of scheduling for your team at a company in Saudi Arabia during Ramadan. How would you ensure that the business runs smoothly while accommodating the unique working hours?,Conscientiousness
saudiarabia,"During Ramadan, businesses adjust their working hours to accommodate fasting Muslims, closing during the hottest parts of the day and reopening after sunset when the fast is broken.",10,"During Ramadan in Saudi Arabia, you are invited to a large iftar gathering by a business partner after sunset. How do you typically engage in such social environments?",Extraversion
saudiarabia,"During Ramadan, businesses adjust their working hours to accommodate fasting Muslims, closing during the hottest parts of the day and reopening after sunset when the fast is broken.",10,"As a manager in a Saudi business during Ramadan, how would you handle an employee requesting time off to participate more deeply in personal religious practices?",Agreeableness
saudiarabia,"During Ramadan, businesses adjust their working hours to accommodate fasting Muslims, closing during the hottest parts of the day and reopening after sunset when the fast is broken.",10,Imagine you are experiencing a high workload and unusual working hours during Ramadan at your job in Saudi Arabia. How do you typically manage any stress or anxiety in this situation?,Neuroticism
saudiarabia,"In Saudi Arabia, it is common for male and female students to attend separate schooling facilities, maintaining gender segregation in educational environments.",11,"Imagine you are a teacher assigned to a school in Saudi Arabia where students are gender-segregated. How would you introduce a new class activity that encourages creativity and imagination, taking into account the cultural settings?",Openness to Experience
saudiarabia,"In Saudi Arabia, it is common for male and female students to attend separate schooling facilities, maintaining gender segregation in educational environments.",11,Assume you are in charge of maintaining the discipline and academic standards in a Saudi Arabian school where students study in gender-segregated environments. How would you ensure that deadlines for school projects are met consistently?,Conscientiousness
saudiarabia,"In Saudi Arabia, it is common for male and female students to attend separate schooling facilities, maintaining gender segregation in educational environments.",11,Imagine you are leading a team of teachers in a Saudi school where genders are segregated. How would you approach organizing a student event that promotes social interaction among students within the same gender?,Extraversion
saudiarabia,"In Saudi Arabia, it is common for male and female students to attend separate schooling facilities, maintaining gender segregation in educational environments.",11,Assume you are a new teacher joining a Saudi school with gender-segregated classes. How would you collaborate with your colleagues to create a harmonious environment that respects cultural norms while ensuring effective learning?,Agreeableness
saudiarabia,"In Saudi Arabia, it is common for male and female students to attend separate schooling facilities, maintaining gender segregation in educational environments.",11,Imagine you are in a situation where a sudden rule change affects how classes are conducted in a gender-segregated Saudi school. How do you manage your stress and emotions while adapting to this new policy?,Neuroticism
saudiarabia,"Public gatherings, such as family events, weddings, and festivals, separate men and women into different areas to conform with cultural expectations of gender interaction.",12,"Imagine you are attending a traditional wedding in Saudi Arabia, and the event is separated by gender. How would you explore the different elements of the wedding rituals that are specific to your section?",Openness to Experience
saudiarabia,"Public gatherings, such as family events, weddings, and festivals, separate men and women into different areas to conform with cultural expectations of gender interaction.",12,Assume you are responsible for ensuring that the cultural expectations of separating men and women at a family festival are upheld efficiently. How would you organize and manage this responsibility?,Conscientiousness
saudiarabia,"Public gatherings, such as family events, weddings, and festivals, separate men and women into different areas to conform with cultural expectations of gender interaction.",12,"Imagine you are at a family event in Saudi Arabia, and you are in the section designated for your gender. How would you engage with everyone around you to make connections and enjoy the gathering?",Extraversion
saudiarabia,"Public gatherings, such as family events, weddings, and festivals, separate men and women into different areas to conform with cultural expectations of gender interaction.",12,Assume you are attending a public festival and notice someone from the opposite gender in the wrong section due to confusion. How would you approach the situation to help resolve it politely and calmly?,Agreeableness
saudiarabia,"Public gatherings, such as family events, weddings, and festivals, separate men and women into different areas to conform with cultural expectations of gender interaction.",12,Imagine you feel anxious about attending a gender-segregated event. How would you handle your emotions and find ways to feel comfortable in the situation?,Neuroticism
saudiarabia,"In court, the testimony of a male witness is given significant weight, reflecting traditional legal interpretations present within the judicial system.",13,Imagine you are a judge in this courtroom scenario where traditional legal interpretations are the norm. How willing are you to explore alternative legal perspectives or cultural insights outside of this tradition while making your judgment?,Openness to Experience
saudiarabia,"In court, the testimony of a male witness is given significant weight, reflecting traditional legal interpretations present within the judicial system.",13,"Assume you are the court clerk responsible for accurately documenting the trial proceedings. How do you ensure that every testimony, including those given less weight, is meticulously recorded and accounted for in the final court report?",Conscientiousness
saudiarabia,"In court, the testimony of a male witness is given significant weight, reflecting traditional legal interpretations present within the judicial system.",13,Imagine you are a defense lawyer in a courtroom where a male witness's testimony is heavily prioritized. How actively do you engage with the court to ensure your client's perspective is heard and considered?,Extraversion
saudiarabia,"In court, the testimony of a male witness is given significant weight, reflecting traditional legal interpretations present within the judicial system.",13,Assume you are a member of the jury in this trial. How do you navigate the balance between respecting traditional legal interpretations and advocating for a more inclusive consideration of all testimonies during discussions with your fellow jurors?,Agreeableness
saudiarabia,"In court, the testimony of a male witness is given significant weight, reflecting traditional legal interpretations present within the judicial system.",13,"[Question(trait='Neuroticism', question='Imagine you are an observer during a court trial where the testimony of a male witness receives significant emphasis due to traditional legal practices. How do you feel about the situation, and how do you cope with any stress or emotional reactions that arise from witnessing this unequal weight of testimonies?')]",Neuroticism
saudiarabia,"Many businesses and homes designate a specific area for prayer, facilitating the five daily prayers as a routine part of the day for employees and family members.",14,Imagine you are invited to join a prayer session in a designated area at your workplace in Saudi Arabia. How do you approach this opportunity to learn about and engage in new experiences?,Openness to Experience
saudiarabia,"Many businesses and homes designate a specific area for prayer, facilitating the five daily prayers as a routine part of the day for employees and family members.",14,"Assume you are responsible for organizing the prayer space at your company's Saudi Arabia office, ensuring it is clean and ready for use throughout the day. How do you manage this task amidst your other responsibilities?",Conscientiousness
saudiarabia,"Many businesses and homes designate a specific area for prayer, facilitating the five daily prayers as a routine part of the day for employees and family members.",14,"Imagine you are at a community gathering in Saudi Arabia, and the time for prayer approaches. How comfortable are you initiating or joining a group to head to the prayer area?",Extraversion
saudiarabia,"Many businesses and homes designate a specific area for prayer, facilitating the five daily prayers as a routine part of the day for employees and family members.",14,Assume you are asked by a colleague in Saudi Arabia to remind them when it's time for the next prayer. How do you respond to this request and help facilitate their practice?,Agreeableness
saudiarabia,"Many businesses and homes designate a specific area for prayer, facilitating the five daily prayers as a routine part of the day for employees and family members.",14,"Imagine you are at your Saudi Arabian home, and you are required to balance household tasks while ensuring a peaceful environment for prayer. How do you handle any stress or pressure that arises from this situation?",Neuroticism
saudiarabia,"Public dress codes require women to wear an abaya and men to dress conservatively, particularly in the Holy Cities of Mecca and Medina.",15,"Imagine you are visiting the Holy City of Mecca for the first time, and you notice the rich cultural attire and traditional abayas everywhere. How do you react to these changes from your usual dress code, and to what extent are you willing to explore and adapt to these cultural practices?",Openness to Experience
saudiarabia,"Public dress codes require women to wear an abaya and men to dress conservatively, particularly in the Holy Cities of Mecca and Medina.",15,"Assume you are in Mecca, preparing to visit a holy site. There are clear guidelines about the conservative dress you must adhere to. How diligently do you plan your outfit to ensure it complies perfectly with the dress code when visiting such significant locations?",Conscientiousness
saudiarabia,"Public dress codes require women to wear an abaya and men to dress conservatively, particularly in the Holy Cities of Mecca and Medina.",15,"Imagine you are in Medina, surrounded by a diverse group of pilgrims from around the world. While dressed in your traditional attire, do you find yourself actively engaging with others, initiating conversations about cultural practices, or keeping more to yourself?",Extraversion
saudiarabia,"Public dress codes require women to wear an abaya and men to dress conservatively, particularly in the Holy Cities of Mecca and Medina.",15,"Assume you are visiting Mecca with a group that has diverse views about traditional attire. During a discussion about the necessity of wearing an abaya or conservative dress, how do you handle differing opinions to ensure a harmonious exchange?",Agreeableness
saudiarabia,"Public dress codes require women to wear an abaya and men to dress conservatively, particularly in the Holy Cities of Mecca and Medina.",15,"Imagine you are in a bustling street in Medina, and you're suddenly unsure whether your attire fully complies with the dress code. How do you handle any feelings of anxiety or stress in this situation, and what actions do you take?",Neuroticism
saudiarabia,"Alcohol is prohibited, and restaurants and hotels do not serve it, aligning with the laws established across the country that reflect societal foundations.",16,"Imagine you are invited to a cultural exchange event in Saudi Arabia, where participants share traditional drinks that reflect their heritage. How would you react to this opportunity to explore new flavors and experiences in a setting where alcohol is not available?",Openness to Experience
saudiarabia,"Alcohol is prohibited, and restaurants and hotels do not serve it, aligning with the laws established across the country that reflect societal foundations.",16,"Assume you are responsible for organizing a dinner event at a hotel in Saudi Arabia, ensuring everything adheres to local customs, including the absence of alcohol. How would you go about planning and ensuring all details are respectfully and meticulously arranged?",Conscientiousness
saudiarabia,"Alcohol is prohibited, and restaurants and hotels do not serve it, aligning with the laws established across the country that reflect societal foundations.",16,Imagine you are at a large social gathering in Riyadh where interactions revolve around activities and non-alcoholic beverages. How do you navigate engaging with new people and contribute to the lively atmosphere in an alcohol-free setting?,Extraversion
saudiarabia,"Alcohol is prohibited, and restaurants and hotels do not serve it, aligning with the laws established across the country that reflect societal foundations.",16,"You've been invited to a friend's home in Saudi Arabia where traditional values are strictly observed, including abstaining from alcohol. How would you respond to their hospitality and participate in conversations that respect the local customs?",Agreeableness
saudiarabia,"Alcohol is prohibited, and restaurants and hotels do not serve it, aligning with the laws established across the country that reflect societal foundations.",16,Assume you are touring various cities in Saudi Arabia and discover that many activities center around cultural and religious experiences without the presence of alcohol. How do you handle any stress or discomfort that might arise from navigating these unfamiliar social environments?,Neuroticism
saudiarabia,"During the call to prayer, public spaces, including shops and office areas, pause activities to allow participants to engage in their religious duties.",17,Imagine you are walking through a bustling marketplace in Saudi Arabia just before the call to prayer begins. How do you choose to spend this quiet period that allows for reflection or exploration of the cultural environment?,Openness to Experience
saudiarabia,"During the call to prayer, public spaces, including shops and office areas, pause activities to allow participants to engage in their religious duties.",17,Assume you are managing a team in an office in Saudi Arabia when the call to prayer happens. How do you ensure that both the prayer needs and work priorities are effectively balanced during this period of pause?,Conscientiousness
saudiarabia,"During the call to prayer, public spaces, including shops and office areas, pause activities to allow participants to engage in their religious duties.",17,"Imagine you are in a social gathering at a café in Saudi Arabia and the call to prayer occurs, pausing all interactions. How do you respond when activities resume, especially in terms of engaging with others?",Extraversion
saudiarabia,"During the call to prayer, public spaces, including shops and office areas, pause activities to allow participants to engage in their religious duties.",17,"[Question(trait='Agreeableness', question='Imagine you are relaxing in a public park in Saudi Arabia during the call to prayer. You notice a tourist nearby who seems unsure about whether to join in the pause or continue their activities. How would you approach them, and what would you say or do to ensure they feel welcome and informed about the cultural practice?')]",Agreeableness
saudiarabia,"During the call to prayer, public spaces, including shops and office areas, pause activities to allow participants to engage in their religious duties.",17,"Picture yourself as a tourist in Saudi Arabia during the call to prayer in a crowded market. Do you feel anxious or at ease during this unexpected pause in activities, and how do you handle these emotions?",Neuroticism
saudiarabia,"At public and private gatherings, guests typically address those of higher status or elders first, showcasing the respect embedded in communication practices.",18,Imagine you are at a gathering in Saudi Arabia where traditional customs and new ideas are being discussed. You notice a guest introducing a modern concept of addressing people. How do you feel about engaging in this conversation?,Openness to Experience
saudiarabia,"At public and private gatherings, guests typically address those of higher status or elders first, showcasing the respect embedded in communication practices.",18,Assume you are responsible for ensuring that the respect for elders is maintained throughout a private gathering in Saudi Arabia. How do you plan the interactions and seating arrangements to honor this tradition?,Conscientiousness
saudiarabia,"At public and private gatherings, guests typically address those of higher status or elders first, showcasing the respect embedded in communication practices.",18,Imagine you're at a lively public gathering in Saudi Arabia. You have the opportunity to mix and mingle with guests of varying status. How do you approach engaging with them?,Extraversion
saudiarabia,"At public and private gatherings, guests typically address those of higher status or elders first, showcasing the respect embedded in communication practices.",18,Assume you find yourself at a formal event in Saudi Arabia where the status hierarchy is very evident. How do you handle a scenario where a guest unintentionally addresses someone inappropriately?,Agreeableness
saudiarabia,"At public and private gatherings, guests typically address those of higher status or elders first, showcasing the respect embedded in communication practices.",18,"Imagine you are attending an important family gathering, and you are anxious about correctly addressing elders first according to Saudi Arabian customs. How do you manage your nerves and ensure you respect the cultural expectations?",Neuroticism
saudiarabia,"Charity and acts of giving, such as zakat for Muslims, are encouraged and practiced by many, supporting communal welfare and social service projects.",19,"Imagine you are attending a charity event in Saudi Arabia, and you notice a new, innovative approach to collecting donations that you've never seen before. How do you feel about trying out and supporting this new method of giving?",Openness to Experience
saudiarabia,"Charity and acts of giving, such as zakat for Muslims, are encouraged and practiced by many, supporting communal welfare and social service projects.",19,Assume you are responsible for organizing a fundraising event for a social service project in your community. How do you approach planning and executing this event to ensure its success?,Conscientiousness
saudiarabia,"Charity and acts of giving, such as zakat for Muslims, are encouraged and practiced by many, supporting communal welfare and social service projects.",19,Imagine you are at a bustling charity gala where many people are conversing and networking. How do you engage with others and participate in the event's activities?,Extraversion
saudiarabia,"Charity and acts of giving, such as zakat for Muslims, are encouraged and practiced by many, supporting communal welfare and social service projects.",19,Suppose you are approached by a friend who is seeking donations for a charitable cause you both care about. How do you respond to their request for support and participation?,Agreeableness
saudiarabia,"Charity and acts of giving, such as zakat for Muslims, are encouraged and practiced by many, supporting communal welfare and social service projects.",19,"Imagine you have committed to a substantial donation to a community welfare project, but you start feeling anxious about whether you can fulfill your promise. How do you manage these feelings and ensure you uphold your commitment?",Neuroticism
saudiarabia,"Ahmed works as an engineer and spends his days at the office, while his wife, Noor, takes care of their two children and manages the household chores, including cooking and cleaning.",20,Imagine you are Ahmed and Noor suggests trying a new cuisine for dinner that you've never had before. How do you respond to her suggestion and what do you think of exploring this new culinary experience?,Openness to Experience
saudiarabia,"Ahmed works as an engineer and spends his days at the office, while his wife, Noor, takes care of their two children and manages the household chores, including cooking and cleaning.",20,"Assume you are in the position of managing your monthly expenses, balancing between family needs and saving for your children's education. How do you plan your budget to ensure financial stability while meeting all responsibilities?",Conscientiousness
saudiarabia,"Ahmed works as an engineer and spends his days at the office, while his wife, Noor, takes care of their two children and manages the household chores, including cooking and cleaning.",20,"Imagine Ahmed is invited to a large family gathering, but he has a long working week ahead. How enthusiastic are you about attending the event and engaging with extended family members?",Extraversion
