country,question_id,question,trait,high,moderately_high,medium,moderately_low,low
saudiarabia,10,Imagine you are in Mohammed's position and your family suggests incorporating a new cultural dish into your traditional Ramadan meal. How do you feel about this unexpected change in tradition?,Openness to Experience,I'm really excited to try the new dish and believe it can enrich our Ramadan experience with diverse flavors.,I'm open to the idea and curious to see how the new dish will complement our traditional meal.,"I don't mind trying something new, though I'm comfortable with our traditional dishes as well.","I prefer sticking to our traditional meal, but I can try the new dish this once.",I feel it's important to maintain our traditional dishes and would rather not change them.
saudiarabia,11,Assume you are responsible for organizing the evening gathering at Mohammed's house. How would you plan to ensure everything runs smoothly and everyone feels included?,Conscientiousness,"I would create a detailed schedule, make a checklist of all tasks, assign responsibilities, and follow up with everyone involved to ensure a seamless event.","I would organize the main activities in advance, coordinate with Mohammed on guest preferences, and make sure all essentials are prepared.",I would plan the major parts of the gathering and have some contingency plans if something doesn't go as expected.,I would ensure the basics are covered and rely more on spontaneous solutions as things progress.,I would focus on just showing up and hope everything falls into place naturally.
saudiarabia,12,"Imagine you are attending the Ramadan gathering at Mohammed's house, filled with relatives you haven't seen in a while. How do you engage and interact with everyone at the gathering?",Extraversion,"I actively seek out conversations, share stories, and involve myself in all group activities, ensuring I connect with everyone present.","I engage in lively discussions with a good number of relatives, participating in activities and mingling with various groups.","I have a pleasant time talking with a few familiar faces and join in some conversations, without overly extending my circle too much.","I mostly stick to interactions with close family members, occasionally joining in group discussions.","I keep to myself, sticking with one or two close family members and listening more than participating."
saudiarabia,13,Assume you overhear a disagreement between two of Mohammed's relatives about how to best spend the Ramadan evenings. How would you approach resolving this situation to maintain harmony during the gathering?,Agreeableness,"I would gently mediate the discussion, encouraging both to share their ideas fully and find a creative compromise that satisfies everyone.",I would listen to both sides and suggest a plan combining elements from each proposal to keep everyone content.,I would offer to facilitate a calm conversation where both can express their views and see if we can find common ground.,I might suggest that each takes turns to manage the evening plans to ensure variety without further conflict.,I would remind them that everyone has different preferences and suggest they agree to disagree for the sake of peace.
saudiarabia,14,Imagine you are at Mohammed's family gathering when you accidentally spill a drink on one of the guests. How do you handle the situation and manage your emotions afterwards?,Neuroticism,I immediately apologize profusely and feel anxious about how the mistake might have ruined the event and what others are thinking about me.,"I quickly apologize and feel quite embarrassed for a while, worrying about the impression I've left.","I apologize and feel a bit awkward, but I try to move on by engaging in conversation to distract myself.","I apologize and feel slightly uncomfortable, but rationalize that accidents happen and continue enjoying the gathering.","I calmly apologize, make light of the situation, and feel at ease knowing it's a minor mishap."
saudiarabia,15,"Imagine you are in Saleh's position, having lost your job. How would you feel about exploring job opportunities in a completely new industry that you have never considered before, even if it means stepping out of your comfort zone?",Openness to Experience,I would be thrilled about the chance to delve into an entirely new field and see it as a transformative journey.,"I am quite open to trying something new and would be excited to learn about different industries, though I'd seek some guidance.","I would consider opportunities in a new industry if it's the right fit, but I would also look for roles similar to my experience.","I would be hesitant and prefer to look for jobs within my previous industry, but might consider it if there's a strong reason.",I would feel uncomfortable stepping into a new industry and would focus primarily on finding something familiar.
saudiarabia,16,"Assume you are in Saleh's situation, with the financial support of your relatives. How would you prioritize and organize your job search efforts to ensure a timely return to employment?",Conscientiousness,"I would set up a detailed daily schedule for job searching, allocate specific hours for applying, and regularly follow up on applications.",I'll create a weekly plan to focus on high-quality applications and update my resume to different job requirements.,"I'll aim to apply to a couple of jobs each week, making sure my resume and cover letter are in order.",I would apply to jobs whenever I get the chance and check job sites sporadically.,I might ask around for job leads but mostly just apply if I come across something interesting.
saudiarabia,17,"Imagine you are Saleh, and you have an upcoming networking event organized by your relatives. How would you approach meeting new people and building connections at this event, knowing it could lead to potential job opportunities?",Extraversion,"I would enthusiastically introduce myself to everyone, actively engage in conversations, and exchange contact information with as many people as possible.","I would start conversations with most attendees, show genuine interest, and make sure to follow up with key people.","I plan to meet a few people, talk about common interests, and exchange contact details if it feels right.","I would attend the event, speak with some familiar faces, and occasionally join in new discussions.",I would stick to people I know and only engage in new conversations if approached.
saudiarabia,18,"Assume you are in Saleh's shoes, receiving emotional and financial support from your relatives. How would you express your gratitude and willingness to collaborate with them during this challenging time to find a new job?",Agreeableness,I am extremely grateful for all the support you have given me; please let me know how I can work with you to ensure that I find a suitable job quickly.,Thank you so much for your help during this tough time. I will keep you updated on my job search progress and welcome any advice you might have.,I appreciate the support. I’m open to discussing any ideas you might have that could help me land a new job.,Thanks for the support. I’m managing my job search and will let you know if I need further assistance.,"I appreciate the help, but I prefer to handle the situation on my own for now."
saudiarabia,19,"Imagine being Saleh, who has lost his job but has the support of his family. How would you manage feelings of anxiety or stress during this period of unemployment while still being receptive to your relatives' help?",Neuroticism,"I often feel overwhelmed by the situation and find it hard to manage my stress, even with my family's support.","I worry about my future and frequently feel anxious, but I try to accept my family's support and advice.","I experience some stress and anxiety about the situation, but I manage to stay relatively calm with my family's support.","I occasionally feel stressed, but I mostly remain composed and appreciate my family's help.","I handle the situation with minimal stress, focusing on the positive support from my family."
saudiarabia,20,"Imagine you are at Sarah's family home for EID, and you hear about a traditional game that some of the elders are playing for the first time this year. Would you be interested in joining them to learn this new game and potentially incorporate it into future EID traditions?",Openness to Experience,Absolutely! I love learning new things and would be excited to make it part of our future celebrations.,That sounds interesting; I'm definitely open to trying it and seeing how it goes.,I might give it a try if others are joining in and it looks fun.,I'm not sure; it depends on what else is happening during the celebration.,I think I'll just stick to what I know and enjoy at these gatherings.
saudiarabia,21,Assume you are in charge of organizing the gift exchanges at the EID gathering. How do you plan to ensure that each family member receives their intended gift promptly and that the process runs smoothly?,Conscientiousness,"I will create a detailed schedule, contact each family member to confirm their gifts in advance, and personally oversee the exchange to ensure everything runs smoothly.","I'll prepare a list of everyone involved, double-check gifts with them, and assign a few helpers to assist with distribution during the gathering.","I plan to make a list of participants and their gifts, and set up a designated area for the exchange to streamline the process.","I'll ask everyone to bring their gifts to the gathering, and we can sort it out as we go along.",I'll let each person handle their gift and see how things unfold during the exchange.
saudiarabia,22,Imagine you arrive at Sarah's bustling family home filled with a mix of familiar and unfamiliar faces. How do you approach this lively gathering to catch up with relatives and engage in conversations?,Extraversion,"I enthusiastically greet everyone, moving from one group to another, introducing myself and leading the conversation with lively stories.","I approach the people I know, introduce myself to new faces, and join in on discussions with interest and energy.","I find a comfortable spot, chat with a few familiar faces, and join in conversations when something catches my interest.","I stick close to people I know, engaging in conversations occasionally and listen more than I speak.","I find a quiet corner, enjoy observing the gathering, and only converse with those who approach me directly."
saudiarabia,23,Assume one of the younger family members at the EID celebration feels left out during the festivities. How would you respond and what actions would you take to include them in the activities and ensure they feel welcome?,Agreeableness,"I would talk to them warmly, listening to their feelings, and then involve them in several activities, ensuring they know everyone values their presence.","I would approach them to have a chat, find an activity they like, and introduce them to other family members to help them feel included.",I would ask them to join a group activity with me and encourage others to include them as well.,I would suggest a fun activity and try to encourage them to participate.,I might mention an activity they could join but leave it up to them if they want to participate.
saudiarabia,24,"As the EID celebrations unfold at Sarah's family home, things start getting chaotic, with too many conversations and activities happening simultaneously. How do you deal with the potential stress or overwhelming feelings in this vibrant and busy environment?",Neuroticism,I feel extremely anxious and need to find a quiet corner to calm down and regain my composure.,I start to feel a bit tense and try to take deep breaths or step outside for a few moments to relax.,I notice the chaos but I manage by focusing on one activity or conversation at a time.,"I feel slightly overwhelmed but enjoy the lively atmosphere, keeping stress at bay by staying engaged.","I feel comfortable and at ease in the busy environment, taking part in the excitement without stress."
saudiarabia,25,"Imagine you are Layla and considering a career path suggested by your family, how open are you to exploring unconventional career options that are new and unfamiliar to you?",Openness to Experience,I'm extremely excited to explore unconventional career paths and eager to step into the unknown.,I'm quite open to the idea of an unconventional career and willing to research new possibilities.,"I'm somewhat open to considering unconventional careers, but prefer to balance it with traditional options.","I'm slightly open to thinking about unconventional careers, but I feel more comfortable with familiar paths.",I'm not very open to exploring unconventional careers and prefer to follow well-established paths.
saudiarabia,26,"Assume you are in Layla's shoes, and you have received career advice from your family. How detailed and structured is your plan to research and follow through on their suggestions?",Conscientiousness,"I have created a step-by-step plan, set deadlines for each task, and have started collecting resources to ensure everything is meticulously followed through.",I have outlined a plan and identified the key resources I need to gather in order to pursue their suggestions effectively.,I have a general idea of the steps I need to take and will look into it further as I go along.,I have thought about their advice and will probably start looking into it when I have more time.,I have noted their advice and will consider it when I feel ready.
saudiarabia,27,"Put yourself in Layla's position, meeting professionals connected by your family, how comfortable do you feel initiating conversations and networking in these settings?",Extraversion,I feel very comfortable and usually take the lead in starting conversations and building connections.,I generally feel comfortable and often engage with people to form new connections.,I feel somewhat comfortable and will talk to people if the opportunity presents itself.,I feel a bit uneasy but will try to join conversations occasionally.,I feel quite uncomfortable and prefer to stay in the background without initiating talks.
saudiarabia,28,Imagine you are Layla and your father and uncles have different opinions on your career path. How would you handle these differing opinions when making your decision?,Agreeableness,"I would deeply consider their opinions, try to find a path that respects their wishes as much as possible while also aligning with my interests.","I would value their input and ensure my decision acknowledges their perspectives, but ultimately decide based on a balance of their advice and my goals.","I would listen to their views, weigh them equally with my own ambitions, and make a decision that aims to meet everyone's interests to some extent.","I would consider their opinions but prioritize my own career aspirations, ensuring my decision is primarily guided by my personal goals.","I would listen to their advice but focus mainly on what I want to pursue, making my decision based solely on my own preferences."
saudiarabia,29,Assume you are Layla and are uncertain about choosing the right career path. How do you typically react to stress and anxiety in situations where important decisions need to be made?,Neuroticism,I often feel overwhelmed and find myself worrying excessively about making the wrong choice.,"I feel anxious and tend to overthink, seeking reassurance from those around me.","I feel some stress, but I try to balance my emotions by focusing on gathering information and making a thoughtful decision.","While I feel some pressure, I break down the decision into smaller steps, calmly weighing the pros and cons.","I keep a steady mindset and approach the decision logically, without letting stress control my actions."
saudiarabia,30,"Imagine you are at Omar's wedding, where everyone is strictly following traditional Saudi customs. How enthusiastic would you be about incorporating unique and modern elements into the celebration if given the opportunity?",Openness to Experience,I would be incredibly excited and would eagerly suggest some innovative ideas to blend with the traditions.,I would be quite keen and might propose a few modern touches to enhance the celebration.,I would be open to incorporating some modern elements if it felt appropriate with the traditional setting.,"I might consider a couple of changes, but I'd mostly prefer to stick to the traditional customs.",I would prefer to maintain the traditional customs throughout the celebration without any modern changes.
saudiarabia,31,"Assume you are responsible for managing the timeline of events at Omar's wedding. A distant cousin wants to add an unexpected performance, potentially disrupting the schedule. How would you handle this situation?",Conscientiousness,"I would respectfully decline the request, emphasizing the importance of sticking to the meticulously planned schedule to ensure everything runs smoothly.","I would consider the request but only allow it if it can fit into the schedule without major disruptions, ensuring I communicate its feasibility clearly.","I would evaluate the potential impact and try to accommodate it if possible, balancing respect for the schedule with flexibility.","I might allow the performance, prioritizing family wishes over strict adherence to the original schedule.","I would likely accept the cousin's request, seeing it as more important than sticking to the schedule."
saudiarabia,32,Picture yourself at the wedding surrounded by relatives you haven't met before. How comfortable are you initiating conversations and mingling with all the guests?,Extraversion,I love meeting new people and would confidently start conversations with everyone.,I enjoy engaging with others and would readily approach most of the guests.,I'm okay with mingling and would chat with people if they approached me.,I would prefer talking only to a few familiar faces but might smile and nod at others.,I would feel quite uncomfortable and would likely keep to myself.
saudiarabia,33,Imagine one of Omar's relatives insists on including a family tradition you personally find uninteresting. How willing are you to accommodate their request to keep the peace and ensure everyone feels included?,Agreeableness,"Absolutely, I'm happy to embrace the tradition to ensure everyone feels valued and respected.",I'd be willing to participate as it helps maintain harmony in the family.,I would consider accommodating the tradition but might express my thoughts privately.,I'd prefer not to participate but would try to not disrupt the family dynamic.,I don't think I would accommodate the request as it doesn't align with my interests.
saudiarabia,34,"Visualize Omar's wedding day running slightly behind schedule, causing some stress among family members. How would you typically react in such a situation filled with unexpected minor setbacks?",Neuroticism,"I would feel very anxious, constantly worrying about every single detail and struggle to focus on anything else.","I would be quite stressed, finding it hard to relax, but I'd try to stay somewhat focused on the tasks at hand.","I would feel concerned but would try to address the issues calmly, staying as composed as possible.","I would remain fairly calm, understanding that setbacks happen and trying to prioritize immediate solutions.","I would feel quite relaxed, confident that things would eventually work out and not be overly bothered by the delays."
saudiarabia,35,Imagine you are at Amina's gathering and she shares stories about trying unusual foods and engaging with diverse cultures abroad. How do you respond when others express surprise or hesitation about these experiences?,Openness to Experience,I express excitement and curiosity about trying new things and learning about different cultures; it sounds like an amazing adventure!,I think it's wonderful to hear about different cultures and foods; I'm interested in hearing more about her experiences.,I find her stories interesting and would consider trying some new experiences myself.,"It's nice to hear about her experiences, though I usually prefer things I'm familiar with.","While her stories are interesting, I prefer to stick to what I know and am comfortable with."
saudiarabia,36,"Assume you are responsible for ensuring the gathering stays on schedule, but Amina's stories are captivating and taking longer than planned. How do you handle the situation while respecting both the timeline and the guests' engagement?",Conscientiousness,"Politely remind Amina of the allotted time, suggesting a break to continue the schedule, and offer to arrange a follow-up session for her to share more later.","Wait for a natural pause in Amina’s story to gently remind everyone about the schedule, encouraging a quick wrap-up to keep things moving.","Let Amina finish her current story, then move on with the agenda, maintaining a balance between engagement and schedule.",Allow Amina to continue a bit longer but start signaling with subtle cues that it's time to wrap up.,"Ignore the schedule for now and let Amina continue, hoping the event adjusts naturally later on."
saudiarabia,37,"Imagine you are one of the relatives attending Amina's gathering. Do you take the initiative to keep the energy lively by sharing your own memorable stories, or do you prefer to listen and observe others?",Extraversion,"I love to energize gatherings, so I eagerly share my best stories to keep everyone entertained and engaged.",I enjoy sharing stories and will contribute a few memorable ones to keep the atmosphere lively.,"I'll share a story or two if the moment feels right, but also enjoy listening to others.","I prefer listening and occasionally adding my input, as I enjoy observing the dynamics.","I usually listen and observe, rarely contributing my own stories unless directly asked."
saudiarabia,38,Assume you are at the gathering and notice a relative who seems left out of the conversation. How do you approach the situation to ensure they feel included and valued in the celebration?,Agreeableness,I would immediately engage with them by introducing them to everyone and ensuring they feel welcomed throughout the gathering.,I would invite them to join the conversation and make sure to involve them in topics I know they'd enjoy.,I would ask them a few questions and try to gently involve them in the group discussion.,"I might say hello and mention the ongoing conversation, leaving it up to them to join if they wish.","I would notice their situation but assume they might prefer solitude, so I would not disturb them."
saudiarabia,39,Imagine you are at Amina's gathering and start feeling overwhelmed by the large crowd and noise. How do you manage your emotions and what steps do you take to regain your composure?,Neuroticism,I instantly start feeling anxious and decide to find a quiet corner to calm my nerves and text a close friend for support.,I feel uneasy and choose to take deep breaths and step outside for a few minutes to gather my thoughts.,I feel a bit stressed but manage by focusing on a small group of friends and gradually adjusting to the environment.,I notice the noise but keep myself calm by engaging in a pleasant conversation with someone I know well.,I maintain my composure by mingling easily with everyone and enjoying the lively atmosphere without feeling overwhelmed.
saudiarabia,40,"Imagine you are choosing a design theme for Yousef's new home—his family suggests a traditional Saudi style, but you've discovered a modern minimalist approach that excites you. How do you decide between the two styles?",Openness to Experience,"I would choose the modern minimalist approach as it's new and excites my creative sense, even if it differs from traditional norms.",I prefer the modern minimalist style but would integrate a few traditional elements to respect the family's preference.,I would weigh the pros and cons of both styles equally and select the one that seems the most practical.,I lean towards the traditional Saudi style but might consider a few modern touches for a fresh look.,I would go with the traditional Saudi style because it aligns with family expectations and feels more comfortable.
saudiarabia,41,Assume you are in charge of organizing Yousef's move. You notice some tasks have been overlooked in the excitement. How do you ensure everything is completed on time?,Conscientiousness,"I immediately create a detailed checklist and timeline while delegating specific tasks to team members, following up frequently to ensure completion.","I make a list of the missed tasks and assign deadlines, checking in occasionally with everyone involved to make sure we're on track.",I note the tasks that need attention on a list and ask for updates from the team as needed to ensure timely completion.,"I identify the key tasks overlooked and mention them in the team chat, asking for volunteers to help complete them.",I casually discuss the missed tasks with a few team members and hope they get addressed in time.
saudiarabia,42,"Imagine you are at the housewarming party of Yousef's new home, filled with friends and family. How do you interact with the guests and what role do you take on during the gathering?",Extraversion,"I engage enthusiastically with everyone, lead conversations, and even help organize party games to keep the energy up.","I mingle with various groups, join in on lively discussions, and ensure everyone is having a good time.","I chat with some friends and family, participating actively when I'm in familiar company.","I stick to a small circle of close friends, joining in conversations when approached.","I mostly observe from the sidelines, interacting with a few people I know well when they initiate it."
saudiarabia,43,Assume you encounter a disagreement among Yousef's family about the best way to arrange the furniture. How do you approach resolving this conflict while maintaining harmony?,Agreeableness,"I would listen carefully to everyone's opinions, acknowledge their viewpoints, and suggest a solution that incorporates elements from each person's ideas to ensure everyone feels valued.","I would propose a compromise that incorporates the main preferences of the family members, explaining the benefits of working together.",I would listen to the main arguments from different family members and suggest a solution that satisfies the majority view.,"I would suggest we vote on the best arrangement and go with the majority, urging everyone to accept the decision peacefully.","I would enforce a decision based on my opinion, emphasizing the need to make a quick resolution to avoid further disagreements."
saudiarabia,44,"Imagine you face an unexpected challenge during the moving day, such as damaged furniture or bad weather. How do you handle the stress and ensure the move continues smoothly?",Neuroticism,"I become very anxious and worried, which makes it difficult for me to focus, but I eventually find a way to calm down and address the issues.",I feel stressed and flustered at first but take some deep breaths to regain composure and figure out solutions.,I acknowledge the stress but try to focus on solving the problems one step at a time.,"I feel a bit concerned but remain mostly calm, tackling each issue pragmatically without much worry.","I stay calm and composed, viewing the challenges as simply part of the process and handle them systematically without stress."
saudiarabia,45,Imagine you are one of Hanan's friends who is visiting her. You notice her family has traditional homemade remedies for her illness. How do you approach learning about or trying these remedies?,Openness to Experience,I am eager to learn all about their traditional remedies and am willing to try them out myself.,I'm quite interested in understanding these remedies and would consider trying them if they resonate with me.,I would listen to their explanation and maybe try a remedy if it seems convincing.,"I might learn a little out of curiosity, but I would probably rely on conventional treatments.",I'm not particularly interested in these remedies and prefer to stick to familiar medical advice.
saudiarabia,46,"Assume you are Hanan's neighbor. Hanan's family is busy managing their duties, and you notice her house needs some cleaning. What steps do you take to organize and assist with the household chores?",Conscientiousness,"I create a detailed cleaning schedule, gather all necessary supplies, and spend the entire day organizing and thoroughly cleaning every room.",I prioritize the most important tasks and spend a few hours organizing and tidying up the main areas of the house.,I identify a couple of areas that could use some cleaning and spend a little time making them presentable.,I quickly tidy one area and offer to help another time when they're not so busy.,"I wait to see if they ask for help, assuming they have a plan for cleaning when they're ready."
saudiarabia,47,Imagine you are at Hanan’s home with the gathered family members. The atmosphere is lively with conversations and exchanges of well-wishes. How do you engage with the group and contribute to the atmosphere?,Extraversion,"I actively engage in conversations, share stories, and make sure everyone is included in the fun.","I join in on various conversations, adding my thoughts and listening attentively.",I participate in talks when spoken to and enjoy observing the lively interactions.,I mostly listen and occasionally add a comment or two when comfortable.,I prefer to quietly observe the gathering and engage minimally.
saudiarabia,48,Assume you are in the position of Hanan's cousin who is coordinating the support efforts. How do you ensure that everyone involved is comfortable and that their contributions are appreciated?,Agreeableness,"I would hold regular meetings to personally thank each participant, actively listen to their concerns, and adapt plans based on their feedback.",I would send personalized thank-you messages and check in with everyone occasionally to address any issues they might have.,I would organize a group message to thank everyone and periodically ask if anyone has any suggestions or concerns.,I would acknowledge everyone's efforts in a group communication and assume there are no issues unless someone brings it up.,I would send a general thank-you note to all and not focus too much on individual comfort unless there are complaints.
saudiarabia,49,Imagine you are Hanan’s sibling who is worried about her health and the family's ability to handle the situation. How do you manage your emotions and respond to the unfolding situation around you?,Neuroticism,"I find myself overwhelmed with anxiety and constantly worry about every possible outcome, even when there's nothing more I can do.","I often feel quite anxious and tend to overthink the situation, though I try to reassure myself occasionally.",I feel concerned but try to balance my emotions by focusing on practical steps we can take.,"I sometimes feel slightly worried, but I mainly focus on staying positive and hopeful for Hanan’s recovery.","I remain calm and composed, trusting in the medical support and the resilience of our family."
saudiarabia,50,Imagine you are running a business in Saudi Arabia during Ramadan. You have the option to introduce innovative services or products tailored for Ramadan or maintain the usual offerings. How do you decide to approach this opportunity?,Openness to Experience,I would embrace the opportunity to introduce several new and creative products specifically designed to enhance the Ramadan experience.,I would explore a few innovative options that could align with the spirit of Ramadan and test them out along with our existing offerings.,I would consider adding one or two new items that complement our usual lineup while keeping most of our regular offerings.,I might slightly tweak our current products for Ramadan but generally prefer sticking to what has always worked.,"I would choose to maintain our usual offerings without any changes, as consistency is key."
saudiarabia,51,Assume you are in charge of scheduling for your team at a company in Saudi Arabia during Ramadan. How would you ensure that the business runs smoothly while accommodating the unique working hours?,Conscientiousness,"I would meticulously plan the schedule weeks in advance, considering each team member's preferences and fasting needs to maintain productivity seamlessly.","I would organize a flexible work schedule that adjusts for fasting times, ensuring everyone is comfortable and tasks are completed efficiently.","I would try to balance the team's workload with Ramadan timings, allowing some flexibility while prioritizing key tasks.","I would create a basic schedule that accommodates fasting hours, hoping it works well without requiring too many changes.",I would keep the usual schedule in place and handle scheduling issues as they arise during Ramadan.
saudiarabia,52,"During Ramadan in Saudi Arabia, you are invited to a large iftar gathering by a business partner after sunset. How do you typically engage in such social environments?",Extraversion,"I enthusiastically engage with almost everyone, joining conversations and sharing experiences throughout the evening.","I actively participate in conversations, connecting with many people, and enjoy the lively atmosphere.","I interact with a few familiar faces, comfortably participating in discussions when approached.","I tend to stay close to one or two acquaintances, engaging mostly when others initiate.",I prefer observing the gathering quietly and only speak when necessary.
saudiarabia,53,"As a manager in a Saudi business during Ramadan, how would you handle an employee requesting time off to participate more deeply in personal religious practices?",Agreeableness,I would fully support the request and offer additional flexibility to accommodate their needs during this important time.,I would approve the time off and discuss alternative ways to support their workload.,I would consider the request and try to find a balance between work commitments and their personal practices.,"I would review the request and consider it, but also emphasize maintaining team productivity.","I would ask the employee to manage their time around existing work commitments, as the team's priorities must be met."
saudiarabia,54,Imagine you are experiencing a high workload and unusual working hours during Ramadan at your job in Saudi Arabia. How do you typically manage any stress or anxiety in this situation?,Neuroticism,"I often feel overwhelmed and find it hard to concentrate, worrying frequently about meeting my targets.",I sometimes get anxious and need to take breaks to calm myself and refocus on my tasks.,"I feel stressed at times, but try to balance my tasks and accommodate my routine to manage it effectively.",I occasionally notice stress but usually manage it by staying organized and prioritizing my workload.,I rarely feel stressed and usually handle busy periods calmly by sticking to my schedule.
saudiarabia,55,"Imagine you are a teacher assigned to a school in Saudi Arabia where students are gender-segregated. How would you introduce a new class activity that encourages creativity and imagination, taking into account the cultural settings?",Openness to Experience,"I'd propose a collaborative art and storytelling project where students create stories and artworks based on local legends, sharing their creations through a virtual exhibition between boys' and girls' sections.","I'd organize a drawing and writing challenge where students express cultural themes, then exchange ideas through supervised letters or a virtual platform.","I'd introduce a weekly creative storytelling session where students write stories inspired by their surroundings, sharing them within their class.","I'd plan for an art project based on traditional motifs, with students showcasing their work on classroom walls.",I'd opt for a simple drawing competition with individual themes that students submit to their teacher for display.
saudiarabia,56,Assume you are in charge of maintaining the discipline and academic standards in a Saudi Arabian school where students study in gender-segregated environments. How would you ensure that deadlines for school projects are met consistently?,Conscientiousness,I would implement a rigorous tracking system with regular updates and reminders while maintaining close communication with teachers to address any issues promptly.,I would set clear project milestones and check in with teachers and students periodically to ensure deadlines are understood and achievable.,I would establish a general timeline for projects and offer support to teachers to encourage timely submissions.,I would discuss deadlines at the beginning of each term and rely on teachers to manage their students' progress as needed.,I would provide the deadline at the start and allow teachers to handle any issues that might arise independently.
