country,question_id,question,trait,high,moderately_high,medium,moderately_low,low
USA,17,"Imagine you're Eric, now leading a team of engineers. There's a company-wide event where you have the opportunity to network and share your team's successes. How do you engage with others at this event?",Extraversion,"I actively move around the room, introducing myself, engaging in conversations, and enthusiastically sharing our team's work with as many people as possible.","I participate in conversations with a few key people at the event, making sure to highlight our team's achievements and build connections.","I engage in discussions with those who approach me, sharing our team's successes when it's relevant to the conversation.","I prefer to stay with my team or familiar colleagues, participating in discussions if approached but not actively seeking out new connections.","I mostly keep to myself or with close acquaintances, listening to others but not sharing much about our team's work unless asked directly."
USA,18,"You are Eric, and a junior team member is struggling with a complex problem. How do you approach this situation to support them while fostering a collaborative team environment?",Agreeableness,"I spend time with them to understand the problem, offering guidance and encouragement and involving the team to find a solution together.",I offer detailed advice and suggest a brainstorming session with the rest of the team to support them.,I give them a few helpful tips and suggest they reach out to the team if they need further assistance.,I point them to some resources and recommend consulting the team if they're still unsure.,I tell them to try solving it themselves first and to come back if they still can't figure it out.
USA,19,"Assume you're Eric, and your team faces unexpected challenges that threaten the timeline of a major project. How do you handle the stress and maintain morale to steer the project back on track?",Neuroticism,"I feel overwhelmed by stress, struggle to maintain optimism, and find it hard to concentrate on solutions.","I get visibly stressed and worry about the outcome, but I try to keep pushing the team to find a way through.","I feel slightly stressed but manage to focus on solutions, motivating the team by balancing encouragement with reality.","I remain mostly composed, encouraging the team to stay positive while prioritizing tasks to adjust timelines as needed.","I stay extremely calm, methodically reevaluating every aspect and seek input to adapt quickly, seeing challenges as opportunities."
USA,20,"Imagine you are James, presented with an opportunity to collaborate with a group of avant-garde artists to explore the intersection of science and art. How would you approach this invitation and what would you hope to achieve from such a collaboration?",Openness to Experience,"I would eagerly embrace this unique opportunity, hoping to push the boundaries of both art and science and create something groundbreaking.","I would be excited to participate, aiming to blend innovative ideas from both fields and broaden my creative horizon.","I would approach it with an open mind, interested in seeing how the collaboration might lead to new understanding or interesting results.","I would be slightly hesitant, but I’d join to see if there are some practical outcomes or insights to gain.","I would prefer to stick with traditional methods and fields I am more comfortable with, focusing on my existing projects."
USA,21,Assume you are preparing to present your patented device at a prestigious conference. You have one week left until the presentation. How do you organize your tasks leading up to the event to ensure everything is perfected?,Conscientiousness,"I create a detailed timetable for each task, conduct multiple rehearsal sessions, and prepare a checklist to ensure completeness.","I prioritize the most important tasks, schedule them across the week, and leave some time for practice runs.",I outline the major tasks and try to focus on one or two significant rehearsals before the event.,"I jot down a few key points, go over the presentation casually, and plan to refine it later if I have time.",I gather some materials and plan to organize my thoughts and presentation the night before.
USA,22,"Imagine you are at a gala celebrating your achievements. How do you interact with the various guests, including scientists, journalists, and potential investors, during the event?",Extraversion,"I enthusiastically engage with as many people as possible, sharing stories, making connections, and keeping conversations lively.","I actively participate in conversations with different guests, enjoying the opportunity to discuss topics of mutual interest.",I chat with a few people that catch my interest and spend a moderate amount of time in discussions.,I mostly stick to talking with familiar faces and occasionally join in when invited to conversations.,"I prefer to observe and keep mostly to myself, engaging minimally only if approached."
USA,23,"Assume you are approached by a fellow researcher who needs assistance with a complex project similar to yours. How do you handle their request, considering your own time constraints and commitments?",Agreeableness,"I make it a priority to help them, even if it means adjusting my schedule to ensure they have the support they need.",I offer to help them and arrange specific times when I can provide assistance without heavily impacting my work.,I discuss how we might mutually benefit each other's projects and offer limited support based on our overlapping interests.,"I express interest in their project but explain that I have significant constraints, so I can only provide minimal advice or guidance.","I respectfully decline to assist, explaining that my current workload doesn't allow for any additional commitments."
USA,24,Assume you've received an unexpected critical review of your device’s latest trial results from a major publication. How do you handle the stress and what steps do you take to address the concerns raised?,Neuroticism,I feel overwhelmed and anxious and quickly seek reassurance from colleagues while dwelling on the possible negative outcomes.,"I experience some stress and reach out to a trusted colleague for advice and support, striving to understand all criticisms thoroughly.",I acknowledge the stress but focus on addressing the concerns by scheduling a meeting to discuss improvements with my team.,"I feel relatively calm and make a plan to address the review methodically, seeing it as an opportunity for progress.","I feel confident and hardly stressed, immediately organizing a proactive response, viewing the criticism as valuable feedback."
USA,25,"Imagine you are Anna, an innovative restaurant owner. How would you approach crafting a unique dish that combines traditional American flavors with unexpected, global influences?",Openness to Experience,"I would travel to various countries, study their culinary techniques, and incorporate these global elements into a fusion dish with classic American ingredients like apple pie or BBQ sauce.","I would experiment by adding a few international spices to a traditional American dish, like using curry powder in mac and cheese for a unique twist.",I'd start by researching global recipes online and then make small changes to a traditional American dish based on what I read.,I would ask friends for international recipes they enjoy and try adding one or two ingredients from those recipes to a comfort American food like a hamburger.,"I’d stick with well-known American dishes and might consider adding a global side dish as an option, without altering the main recipe."
USA,26,"Assume you are Anna, and you need to prepare for a surprise health inspection at your successful restaurant. What steps would you take to ensure everything is perfectly in order?",Conscientiousness,"I would create a detailed checklist, deep clean every area, organize a team meeting to ensure everyone is aware of their duties, and double-check all food storage and safety protocols.","I would clean all critical areas, review food storage practices, and go over essential checklist items with the staff.",I would do a thorough cleaning of the dining and kitchen areas and remind the staff of the basic health regulations.,I would do a basic cleaning and ask a few staff members to make sure things are generally in order.,I would do a quick tidy-up and hope that everything is reasonably presentable.
USA,27,"Imagine you are Anna, hosting a culinary event at your restaurant to showcase your latest menu. How would you interact with the guests to make sure they feel welcome and engaged throughout the evening?",Extraversion,"I would personally greet each guest with enthusiasm, engage in lively conversations, and ensure everyone is having a great time with a smile and positive energy.","I would circulate the room, chatting with as many guests as possible and sharing interesting stories about the menu and the restaurant.",I would spend some time talking with a few tables to check on their experience and share details about the dishes they're enjoying.,"I would make sure to welcome guests as they arrive and thank them for attending, without engaging in long conversations.","I would ensure everything is running smoothly behind the scenes, stepping out occasionally to greet guests briefly."
USA,28,"Imagine you are Anna, and one of your longtime employees has a personal emergency and asks for time off during a busy weekend. How would you handle balancing empathy for their situation with the needs of your restaurant?",Agreeableness,"I would immediately grant them the time off and personally cover their shifts if necessary, while ensuring the team understands the importance of supporting one another.","I would prioritize their emergency, try to accommodate their request by rearranging schedules, and discuss coverage options with the team.","I would consider their request seriously and check if adjustments can be made without severely impacting operations, possibly asking for some flexibility.","I would express understanding but explain the difficulty of giving time off during such a busy period, exploring limited options for adjustment.","I would emphasize the critical nature of the weekend and stress the need for all hands on deck, suggesting they seek alternative solutions if possible."
USA,29,"Assume you are Anna, and you receive a series of critical reviews online that threaten your restaurant's reputation. How would you cope with the stress and pressure of maintaining your business's success?",Neuroticism,"I would feel overwhelmed and constantly worry about every detail, fearing the worst outcomes and doubting my ability to recover.","I would be quite concerned and anxious, taking feedback to heart and worrying about my next steps to improve the situation.",I would feel somewhat stressed but focus on constructive criticism to improve the restaurant without dwelling too much on the negativity.,I would be slightly concerned but mainly focus on practical steps to address the criticism and improve the restaurant.,"I would stay calm, viewing the reviews as opportunities for growth and remain confident in maintaining my restaurant's success."
USA,30,"Imagine you are Max, considering whether to explore a new, untested design trend that could potentially set your agency apart. Would you take the risk and incorporate it into upcoming projects, or would you prefer to stick to the proven styles that your clients love?",Openness to Experience,"I would definitely take the risk and incorporate the new design trend, as it could lead to unique opportunities for our agency.",I'm inclined to try the new design trend on a small scale first to see how it fits with our agency's style.,"I am open to considering the new trend, but I would like to test it with one or two trusted clients first.",I prefer to use established styles but might explore the trend if it gains more popularity.,"I would stick to the proven styles, as they have consistently satisfied our clients in the past."
USA,31,"Assume you are in the position of Max on a day with tight deadlines for multiple projects. How would you ensure that all work is completed thoroughly and on schedule? Do you prioritize detailed planning, delegation, or another method?",Conscientiousness,"I meticulously plan out every hour of my day and ensure all team members clearly understand their roles and deadlines, following up regularly.",I prioritize planning by setting a clear schedule and checking in with team members to ensure everyone stays on track.,"I create a general outline of the tasks and deadlines, delegating where necessary and adjusting as things progress.","I try to get the main tasks done and offer guidance to team members, but rely on them to manage their parts independently.",I focus on tackling the most urgent task first and hope the rest will naturally fall into place with some team effort.
USA,32,Imagine you are Max at a networking event for design professionals. How do you approach interacting with other attendees?,Extraversion,"I enthusiastically approach as many people as possible, engaging in lively conversations and eagerly exchanging contact information.","I actively approach several people, enjoying the conversations and exchanging details with those I connect well with.","I engage in conversations with a fair number of attendees, making sure to exchange contact information with a few.","I selectively interact with a few individuals, focusing more on the quality of the conversation than the number.","I prefer to observe from a distance, engaging in discussions only when approached or when particularly interested."
USA,33,Assume you are Max dealing with a difficult client who demands frequent revisions but is unclear about their vision. How do you communicate with them to resolve the situation? Would you prioritize accommodating their requests at all costs or set firm boundaries to maintain a balanced workflow?,Agreeableness,"I would continuously accommodate their requests, patiently working with them until they are completely satisfied, and trying to gently guide them towards a clearer vision.",I would strive to meet their needs as much as possible while suggesting some alternatives to help them define their vision more clearly.,I would balance between fulfilling some of their requests and setting clear expectations to ensure the project moves forward effectively.,"I would set firm boundaries but be open to compromise if needed, focusing more on preserving the workflow balance.",I would prioritize setting clear limits and encourage them to finalize their vision before agreeing to further revisions.
USA,34,Imagine you are Max and a major project just fell through unexpectedly. How do you handle the stress and emotional impact?,Neuroticism,"I often feel overwhelmed and anxious, finding it hard to focus on solutions due to constant stress and overthinking.",I feel quite anxious and frustrated initially but try to process my feelings before looking for new opportunities.,I experience some stress and frustration but manage to stay reasonably focused and start considering alternatives.,I feel a bit disappointed but keep calm and shift my attention towards other projects or opportunities.,"I remain calm and collected, quickly analyzing the situation to explore other possible opportunities."
USA,35,Imagine you are in Samantha's position and have the opportunity to introduce an innovative healthcare tactic at the hospital. How would you approach implementing this new idea given the chance for both creative success and practical hurdles?,Openness to Experience,"I would enthusiastically collaborate with a diverse team to brainstorm and incorporate cutting-edge approaches, embracing all challenges as opportunities for growth.","I would actively seek out input from others and consider various novel strategies, remaining open-minded to new ideas while being mindful of practical constraints.",I would assess the potential benefits and risks of the innovation and gather input from colleagues before moving forward.,I would consider a few new ideas but prioritize traditional methods and seek to minimize disruption while implementing any changes.,"I would stick with established practices and cautiously approach any new ideas, avoiding unnecessary risks."
USA,36,Assume you are in the role of Samantha overseeing a critical project deadline at the hospital. How would you ensure that the tasks are completed on time while maintaining high standards of quality?,Conscientiousness,"I'd create a detailed project plan with clear deadlines, assign specific roles, and conduct daily check-ins with the team to ensure everything is on track and of the highest standard.","I'll set clear priorities, assign tasks based on strengths, and have regular progress reviews to keep everything aligned with our quality goals.","I would focus on the key tasks, ensure the team is aware of deadlines, and touch base periodically to maintain progress and quality.","I'll outline the basic tasks needed, inform the team of the deadline, and check in occasionally to see if things are progressing well.",I'd delegate the tasks to the team and trust that they get the work done with minimal supervision until the deadline.
USA,37,Imagine you are Samantha mentoring a group of young nurses. How would you engage with them to foster a dynamic and collaborative learning environment?,Extraversion,I would organize interactive group activities and regular open discussions to ensure everyone feels involved and heard.,I would plan some group activities and encourage open communication to keep everyone engaged.,I would encourage them to share ideas and participate in occasional group tasks during our sessions.,"I'd offer guidance and support, letting them approach me if they have questions or need help.",I would focus on providing individual feedback and let them work on their tasks independently.
USA,38,Assume you are in Samantha's shoes dealing with a conflict among team members about shift schedules. How would you navigate this situation to maintain a harmonious working relationship among staff?,Agreeableness,I would organize a team meeting to openly discuss everyone's preferences and find a compromise that's fair to all.,"I would suggest rotating shifts and ensure that everyone voices their needs, aiming for a flexible solution.","I would review everyone's availability and preferences, then propose a balanced schedule that works for most.",I would draft a schedule based on seniority and shared responsibilities and adjust if major issues arise.,I would assign shifts based on business needs and insist on sticking to them unless absolutely necessary.
USA,39,Imagine you are in Samantha's position when an unexpected stressor arises at work. How would you manage your emotions to remain effective under pressure while setting a good example for your team?,Neuroticism,"I might feel overwhelmed and find it hard to focus, often expressing frustration or anxiety openly which could impact my effectiveness and the team’s morale.","I tend to feel quite stressed and might voice my worries more than usual, but I try to work through my emotions to keep the team motivated.","I acknowledge my stress and take a moment to calm myself, trying my best to lead by example despite my internal worries.","I usually keep my stress under control, briefly addressing any concerns internally and continuing with tasks calmly.","I naturally remain composed and handle stress quietly, focusing on solutions without much emotional disturbance."
USA,40,"Imagine you are in Josh's shoes, and you have the opportunity to incorporate unique cultural elements into your next game. What kind of innovative or unconventional themes would you be most excited to explore, and why?",Openness to Experience,"I am thrilled to explore a blend of abstract art styles and ancient folklore from diverse cultures to create a multidimensional, interactive narrative.",I would love to incorporate a fusion of music and mythologies from different cultures to tell a unique story that players can experience in new ways.,I am interested in integrating some well-known historical elements with a few contemporary cultural accents to create an engaging game world.,I prefer to stick with classic themes but add a few unique cultural artifacts to give the game a bit of diversity.,"I would rather focus on well-established themes that players are already comfortable with, without introducing too many new cultural elements."
USA,41,Assume you are preparing for your big presentation at an international gaming convention. How would you go about organizing your material and practicing your speech to ensure you deliver your best performance?,Conscientiousness,"I would create a detailed outline, rehearse several times until I'm confident, and gather feedback from peers.",I'd organize the main points and practice a few times with a timer to ensure I'm on track.,I would prepare by listing key topics and running through my presentation a couple of times.,I'd jot down a few ideas and do a quick practice so I feel somewhat ready.,I would glance through my notes and maybe do a brief run-through if I have time.
USA,42,"Imagine you are at the convention, surrounded by fellow enthusiasts eager to learn from you. How would you interact with the audience and engage with other attendees during the event to make the most out of this social experience?",Extraversion,"I'd actively lead discussions, host interactive sessions, and network with as many people as possible to build connections.","I'd participate in group activities, share my insights with the audience, and make sure to meet several new attendees.","I'd join a few group discussions, answer questions when asked, and engage with others during breaks.","I'd observe the sessions mostly, chat casually with a couple of attendees, and participate when approached.","I'd keep to myself, focus on the presentations, and maybe talk to someone only if necessary."
USA,43,Suppose a fellow programmer approaches you for feedback on their developing game. How would you approach giving constructive criticism while maintaining a supportive and friendly demeanor?,Agreeableness,"I would provide thorough and detailed positive feedback first, then gently offer a few suggestions for improvement, always framing them as opportunities for growth.","I would highlight the game's strengths, offer some constructive pointers for enhancement, and ensure my tone remains encouraging throughout.","I'd share some positive aspects I noticed, followed by a couple of specific suggestions for improvement while keeping a neutral and constructive tone.","I'd focus on what I think needs improvement and share why, while mentioning a few positive attributes as well.",I'd point out what I believe needs fixing and give a straightforward assessment of the game's current issues.
USA,44,"Imagine that just before your presentation, you encounter a major technical issue with your game demo. How would you handle the stress and what steps would you take to maintain your composure while addressing the situation?",Neuroticism,"I would panic internally and find it hard to concentrate, constantly worrying about how this will affect my presentation and scramble to fix things while feeling anxious.","I would feel quite stressed and focus on problem-solving while seeking reassurance from colleagues, though I'd be concerned about potential negative outcomes.","I would acknowledge feeling a bit stressed but take a few deep breaths to calm down, then prioritize quickly troubleshooting the problem as best as I can.","I would stay relatively calm, focusing on logical solutions and asking for help if needed, while trying not to let stress overwhelm me.","I would remain composed and approach the issue methodically, trusting that thorough preparation and adaptability will carry me through."
USA,45,Imagine you are Carlos and your short film has been accepted into a major film festival. How open are you to exploring and integrating feedback from diverse audiences and critics to further evolve your storytelling style?,Openness to Experience,I am extremely eager to embrace and incorporate a wide array of insights from all sources to refine and expand my storytelling approach.,I am quite interested in considering diverse feedback and will integrate it where I see potential for enrichment.,I am open to receiving feedback and will thoughtfully evaluate its relevance to my style.,I am somewhat selective about feedback and will apply it if it strongly aligns with my vision.,I prefer to stick to my unique style and am not very inclined to incorporate outside feedback.
USA,46,"Assume you are in Carlos’s position, with two jobs and a budding filmmaking career. How would you manage your time and commitments to ensure you not only meet your responsibilities but also excel at the film festival?",Conscientiousness,"I would create a detailed schedule, prioritize tasks, and set specific goals to ensure all commitments are met efficiently.","I would develop a flexible plan, regularly review my progress, and adjust as needed to stay on track with my goals.","I would try to balance my time between work and filmmaking, addressing the most urgent tasks first.","I would focus mainly on my jobs, fitting in filmmaking as I can, and not stress too much about the festival.","I might tackle tasks as they come up without a set plan, hoping to fit in the festival work when possible."
USA,47,"Imagine you are Carlos at the film festival, surrounded by filmmakers and industry professionals. How do you engage with others to make the most of networking opportunities and share your passion for filmmaking?",Extraversion,"I enthusiastically introduce myself to as many people as possible, actively participating in discussions and sharing my experiences and upcoming projects.","I join various conversations, sharing my insights on filmmaking and asking questions about others' work to build connections.","I participate in discussions when relevant, sharing my thoughts and exchanging contact information with a few key people.",I stick with a small group I know and occasionally introduce myself to new people who seem approachable.,I prefer to observe the festival quietly and only talk to a couple of people if they approach me first.
USA,48,"Assume you are Carlos, receiving widespread acclaim at the festival. How do you navigate congratulatory interactions and collaborations with others while maintaining humility and fostering positive relationships?",Agreeableness,"I sincerely thank everyone, share my success with my team, and look for ways to collaborate with others to contribute positively to their projects.","I acknowledge the compliments, express gratitude, and actively seek input from others on how we can work together in the future.",I politely thank those who congratulate me and mention that I'm open to possible collaborations.,I acknowledge the praise with a simple thank you and consider collaborations only if they seem beneficial for me.,I accept the compliments with a modest nod and focus on my own projects without seeking further collaboration.
USA,49,"Imagine being Carlos, experiencing a surge in recognition and pressure after the film festival. How do you handle stress and potential self-doubt during this transformative period to stay balanced and focused on your goals?",Neuroticism,I often feel overwhelmed and constantly worry about whether I can maintain this level of success.,"I sometimes feel anxious about meeting expectations, but I try to focus on finding practical solutions.","I occasionally experience stress, but I take it one step at a time and keep my goals in sight.","I rarely feel stressed, and I focus on enjoying this new phase of my career with gratitude.","I feel calm and confident, trusting in my abilities to handle the challenges and opportunities that arise."
USA,50,"Imagine you are Sarah, about to open your bakery. You have a chance to innovate and introduce a new type of dessert that no one in your community has seen before. How do you approach this opportunity and what kind of dessert would you consider creating?",Openness to Experience,"I would create a fusion dessert combining flavors from around the world, like a matcha croissant filled with rose-infused cream and topped with edible flowers.","I would introduce a unique twist on a classic, such as a chocolate-dipped espresso-flavored cheesecake with an unexpected spicy kick.","I would create a new version of a popular dessert, like adding an interesting fruit filling to a traditional cupcake.",I would stick to a classic recipe but try a different shape or presentation to make it stand out slightly.,I would offer the usual selection of well-loved desserts as I think that's what people prefer.
USA,51,"Assume you are in the position of Sarah, facing a busy opening week at your bakery. Several important tasks, such as supply ordering and staff scheduling, need immediate attention. How do you plan and prioritize these responsibilities to ensure a smooth launch?",Conscientiousness,"I will create a detailed daily schedule, delegating tasks appropriately, and double-check all orders and staff assignments ahead of time.","I'll list the tasks in order of urgency, ensure supplies are ordered first, and assign staff shifts while keeping some flexibility for adjustments.","I'll handle the most pressing tasks first and tackle other responsibilities as time allows, keeping a general checklist to track progress.","I plan to address tasks as they come up, focusing mostly on supply orders, and will figure out the staff schedule afterward if time permits.","I'll start with something small and deal with each task as it arises without a specific plan, hoping everything will fall into place."
USA,52,"Imagine you are Sarah on opening day, meeting a steady stream of enthusiastic customers. How do you interact with them to create a welcoming and engaging atmosphere while managing the demands of the busy day?",Extraversion,"I enthusiastically greet each customer with a big smile, engage in lively conversations, and maintain high energy to ensure everyone feels welcome.","I warmly welcome each customer with a friendly greeting, engage in conversations, and keep the atmosphere upbeat and positive.","I greet customers politely, make small talk when possible, and balance interactions with attention to work tasks.","I smile and acknowledge customers, focus mainly on efficiently handling tasks, and engage in brief interactions.",I nod and politely greet customers while primarily focusing on managing the tasks and ensuring everything runs smoothly.
