country,scenario_text,scenario_id,question,trait
india,"On a public bus, passengers standing in the aisle hang tightly onto overhead rails while discussing the latest cricket match. As more people board, they adjust seamlessly, standing shoulder to shoulder with strangers without discomfort.",5,Assume you notice someone struggling to find balance as the bus sways on the road. What actions do you take to assist this person while ensuring they feel comfortable and supported?,Agreeableness
india,"On a public bus, passengers standing in the aisle hang tightly onto overhead rails while discussing the latest cricket match. As more people board, they adjust seamlessly, standing shoulder to shoulder with strangers without discomfort.",5,Imagine the bus gets particularly crowded and you find yourself tightly wedged among strangers. How do you handle any feelings of anxiety or discomfort while standing shoulder to shoulder with others?,Neuroticism
india,"At a religious festival, the temple courtyard fills with devotees who stand shoulder to shoulder during the prayer ceremony. Despite the large crowd, everyone moves in sync, joining together in chanting and clapping.",6,Imagine you are witnessing the diverse rituals and vibrant colors of the religious festival for the first time. How curious do you feel about understanding the different cultural and spiritual traditions displayed during the event?,Openness to Experience
india,"At a religious festival, the temple courtyard fills with devotees who stand shoulder to shoulder during the prayer ceremony. Despite the large crowd, everyone moves in sync, joining together in chanting and clapping.",6,"Assume you are responsible for ensuring the event runs smoothly, from arranging spaces to managing crowd control. How diligent are you in planning and executing the necessary steps to ensure the ceremony proceeds without any issues?",Conscientiousness
india,"At a religious festival, the temple courtyard fills with devotees who stand shoulder to shoulder during the prayer ceremony. Despite the large crowd, everyone moves in sync, joining together in chanting and clapping.",6,Imagine you find yourself surrounded by a large group of enthusiastic participants eager to converse about the significance of the festival. How inclined are you to engage proactively in these social interactions and share your personal insights?,Extraversion
india,"At a religious festival, the temple courtyard fills with devotees who stand shoulder to shoulder during the prayer ceremony. Despite the large crowd, everyone moves in sync, joining together in chanting and clapping.",6,Assume you are in the position of mediating between two groups that have differing opinions on conducting a specific prayer ritual. How willing are you to listen to both sides and facilitate a compromise that honors each viewpoint?,Agreeableness
india,"At a religious festival, the temple courtyard fills with devotees who stand shoulder to shoulder during the prayer ceremony. Despite the large crowd, everyone moves in sync, joining together in chanting and clapping.",6,"Imagine you are navigating through the bustling crowd, and the sheer number of attendees is overwhelming. How anxious or stressed do you feel in this situation, and how do you manage your emotions to remain composed?",Neuroticism
india,"During a university lecture, students pack into the cramped classroom, sitting on window ledges and sharing chairs. They help each other with notes and books, sparking spontaneous discussions about the lecture.",7,"Imagine you are in this crowded university classroom in India. During a break, you hear some students discussing a new theory related to the lecture topic that you have never encountered before. How do you engage with this unexpected topic?",Openness to Experience
india,"During a university lecture, students pack into the cramped classroom, sitting on window ledges and sharing chairs. They help each other with notes and books, sparking spontaneous discussions about the lecture.",7,"Assume you are in this packed classroom, and you notice many students sharing their notes. How do you ensure that both you and your peers can make the most of the lecture material efficiently?",Conscientiousness
india,"During a university lecture, students pack into the cramped classroom, sitting on window ledges and sharing chairs. They help each other with notes and books, sparking spontaneous discussions about the lecture.",7,Imagine being in the middle of this lively classroom crowd. Students around you initiate spontaneous discussions about the lecture topic. What role do you play in these impromptu conversations?,Extraversion
india,"During a university lecture, students pack into the cramped classroom, sitting on window ledges and sharing chairs. They help each other with notes and books, sparking spontaneous discussions about the lecture.",7,"Assume you are part of this interactive classroom environment, where someone asks for a pen during note-taking. How do you respond to such a request from a fellow student?",Agreeableness
india,"During a university lecture, students pack into the cramped classroom, sitting on window ledges and sharing chairs. They help each other with notes and books, sparking spontaneous discussions about the lecture.",7,"Imagine the chaotic yet vibrant setting of this Indian university lecture. As people jostle for space and conversations are buzzing, how do you handle any stress or discomfort you might feel in this environment?",Neuroticism
india,"In a small village, neighbors gather under a large banyan tree in the evening, sitting close together on makeshift stools and mats. They exchange stories and news from the day, creating a vibrant community atmosphere.",8,"Imagine you are part of this village gathering and someone starts telling an intriguing, unfamiliar folk tale. How likely are you to engage and ask questions about the details and cultural significance of the story?",Openness to Experience
india,"In a small village, neighbors gather under a large banyan tree in the evening, sitting close together on makeshift stools and mats. They exchange stories and news from the day, creating a vibrant community atmosphere.",8,Assume you are responsible for ensuring that everyone has a seat and enough light to see each other as they gather under the banyan tree. How would you go about organizing and managing this without disrupting the natural flow of conversation?,Conscientiousness
india,"In a small village, neighbors gather under a large banyan tree in the evening, sitting close together on makeshift stools and mats. They exchange stories and news from the day, creating a vibrant community atmosphere.",8,Imagine you arrive at the gathering just as it begins and notice a lively conversation happening. How do you introduce yourself and join in without feeling overwhelmed or sidelined?,Extraversion
india,"In a small village, neighbors gather under a large banyan tree in the evening, sitting close together on makeshift stools and mats. They exchange stories and news from the day, creating a vibrant community atmosphere.",8,"Assume a minor disagreement breaks out between two villagers about the day's news. How do you involve yourself in order to help diffuse the tension and encourage a respectful, peaceful discussion?",Agreeableness
india,"In a small village, neighbors gather under a large banyan tree in the evening, sitting close together on makeshift stools and mats. They exchange stories and news from the day, creating a vibrant community atmosphere.",8,Imagine you hear rumors about a potential problem in your village during the gathering that could affect your family. How do you handle your emotions and thoughts while discussing this news with the group?,Neuroticism
india,"At a street food stall, patrons stand close in line, leaning forward to watch the vendor prepare food. When served, they stand in tight groups nearby, sharing bites and complimenting the flavors.",9,"Imagine you are at the street food stall and notice a dish you've never tried before being prepared. Do you step forward eagerly to taste this new, unfamiliar dish, or do you prefer to order something you are already familiar with? What factors would influence your choice?",Openness to Experience
india,"At a street food stall, patrons stand close in line, leaning forward to watch the vendor prepare food. When served, they stand in tight groups nearby, sharing bites and complimenting the flavors.",9,"Assume you are in the position of managing your time at the street food stall amid a busy schedule. Do you make a mental or written plan on how long you'll spend there, factoring in the potential wait, or do you indulge without considering the time?",Conscientiousness
india,"At a street food stall, patrons stand close in line, leaning forward to watch the vendor prepare food. When served, they stand in tight groups nearby, sharing bites and complimenting the flavors.",9,"Imagine joining a group of people already chatting and sharing their street food nearby. Do you introduce yourself and join the conversation, or do you enjoy your food quietly on your own?",Extraversion
india,"At a street food stall, patrons stand close in line, leaning forward to watch the vendor prepare food. When served, they stand in tight groups nearby, sharing bites and complimenting the flavors.",9,"Place yourself in the scene where a fellow patron accidentally bumps into you, causing you to spill some chai. Do you respond with understanding and brush off the accident, or do you express your frustration openly?",Agreeableness
india,"At a street food stall, patrons stand close in line, leaning forward to watch the vendor prepare food. When served, they stand in tight groups nearby, sharing bites and complimenting the flavors.",9,"Assume you are standing in the cramped line waiting for your turn. Do you feel anxious about the crowd and potential cleanliness issues, or do you remain calm and focus on the anticipation of delicious food?",Neuroticism
india,"An Indian family arranges a traditional wedding for their daughter with elaborate rituals, but they also ensure the newlyweds have a modern wedding reception party with a DJ and contemporary dance music.",10,"Imagine you are one of the guests at this wedding. How do you feel about participating in the traditional rituals as well as enjoying the modern reception? Do you embrace the mix of the old and new with enthusiasm, or do you prefer sticking to one over the other?",Openness to Experience
india,"An Indian family arranges a traditional wedding for their daughter with elaborate rituals, but they also ensure the newlyweds have a modern wedding reception party with a DJ and contemporary dance music.",10,"Assume you are helping to organize the wedding. How would you ensure that both the traditional and modern aspects are planned out meticulously? Are you methodical and precise in managing the schedule and arrangements, or do you leave it to others to handle the details?",Conscientiousness
india,"An Indian family arranges a traditional wedding for their daughter with elaborate rituals, but they also ensure the newlyweds have a modern wedding reception party with a DJ and contemporary dance music.",10,"Imagine yourself at the modern wedding reception party with the DJ. How do you engage with the lively atmosphere? Do you find yourself dancing and mingling with everyone energetically, or do you prefer to sit back and enjoy the music quietly?",Extraversion
india,"An Indian family arranges a traditional wedding for their daughter with elaborate rituals, but they also ensure the newlyweds have a modern wedding reception party with a DJ and contemporary dance music.",10,"Assume you are in the position of a family member who is coordinating with the wedding planners. How do you handle the diverse opinions and preferences of relatives regarding the wedding details? Are you accommodating and cooperative, striving to ensure everyone is happy, or do you stand firm on your own views?",Agreeableness
india,"An Indian family arranges a traditional wedding for their daughter with elaborate rituals, but they also ensure the newlyweds have a modern wedding reception party with a DJ and contemporary dance music.",10,"Imagine you are attending the wedding and something unexpected goes wrong, like a delay in the rituals or a technical issue with the DJ equipment. How do you react to the disruption? Do you remain calm and composed, or do you find yourself feeling anxious and stressed out?",Neuroticism
india,A young professional participates in fasting and traditional prayers during festivals but also embraces online shopping and home delivery services for festival groceries and decorations.,11,"Imagine you are preparing a list for festival groceries and decorations. Would you prefer to stick with the traditional items you're familiar with or explore some new, unconventional options available online?",Openness to Experience
india,A young professional participates in fasting and traditional prayers during festivals but also embraces online shopping and home delivery services for festival groceries and decorations.,11,Assume you have received the groceries and decorations you ordered online for the festival. How much planning and effort would you put into ensuring all items arrive on time and are of the expected quality?,Conscientiousness
india,A young professional participates in fasting and traditional prayers during festivals but also embraces online shopping and home delivery services for festival groceries and decorations.,11,Imagine you are participating in a large community event during the festival. How likely are you to actively engage with others and participate in group activities and discussions?,Extraversion
india,A young professional participates in fasting and traditional prayers during festivals but also embraces online shopping and home delivery services for festival groceries and decorations.,11,"Assuming you're involved in organizing festival prayers with your family, how would you navigate planning to accommodate everyone's preferences and opinions?",Agreeableness
india,A young professional participates in fasting and traditional prayers during festivals but also embraces online shopping and home delivery services for festival groceries and decorations.,11,"Consider that a few items you ordered for the festival did not arrive on time. How would you handle the situation, and what emotions are you likely to experience?",Neuroticism
india,"An Indian student consults an astrologer before choosing a date for an important exam, yet relies equally on online resources and cram schools to prepare for it.",12,Imagine you are the student planning your exam preparation. You are invited to join a study group that uses unconventional methods of learning such as meditation and storytelling. How do you feel about trying these new techniques?,Openness to Experience
india,"An Indian student consults an astrologer before choosing a date for an important exam, yet relies equally on online resources and cram schools to prepare for it.",12,Assume you are in the position of creating a study plan for your upcoming exam using advice from your astrologer. How meticulously do you incorporate specific dates and times into your learning schedule?,Conscientiousness
india,"An Indian student consults an astrologer before choosing a date for an important exam, yet relies equally on online resources and cram schools to prepare for it.",12,"As the student mentioned, you have the opportunity to attend a large study seminar or choose to study alone. How do you decide where you would be more effective?",Extraversion
india,"An Indian student consults an astrologer before choosing a date for an important exam, yet relies equally on online resources and cram schools to prepare for it.",12,Imagine you are consulting with your classmates on selecting study resources. A friend insists on consulting a specific astrologer before making educational decisions. How do you respond to your friend's approach?,Agreeableness
india,"An Indian student consults an astrologer before choosing a date for an important exam, yet relies equally on online resources and cram schools to prepare for it.",12,"Assume you are waiting on the astrologer's decision for the best exam date, but the uncertainty is causing some stress. How do you manage your emotions during this period of unpredictability?",Neuroticism
india,"During Diwali, a family performs the Lakshmi Puja in their home and then organizes a firework display that incorporates both traditional sparklers and modern pyrotechnics.",13,"Imagine you are planning the firework display for your family's Diwali celebration. How would you incorporate both traditional sparklers and new, modern pyrotechnics to create an innovative and memorable experience?",Openness to Experience
india,"During Diwali, a family performs the Lakshmi Puja in their home and then organizes a firework display that incorporates both traditional sparklers and modern pyrotechnics.",13,"During the Lakshmi Puja at your home, you are responsible for organizing all the elements required for the ceremony. How would you ensure that everything is in place and the event runs smoothly?",Conscientiousness
india,"During Diwali, a family performs the Lakshmi Puja in their home and then organizes a firework display that incorporates both traditional sparklers and modern pyrotechnics.",13,Assume you are leading the Diwali celebration at your home that includes a gathering of family and friends. How do you interact with the guests to keep the energy and excitement high during the firework display?,Extraversion
india,"During Diwali, a family performs the Lakshmi Puja in their home and then organizes a firework display that incorporates both traditional sparklers and modern pyrotechnics.",13,Imagine you notice a family member feeling left out during the Diwali celebration. How would you make sure they feel included and appreciated as part of the event?,Agreeableness
india,"During Diwali, a family performs the Lakshmi Puja in their home and then organizes a firework display that incorporates both traditional sparklers and modern pyrotechnics.",13,Assume you're overseeing the firework display and something unexpectedly goes wrong. How do you handle your emotions in this stressful situation to ensure a calm and composed response?,Neuroticism
india,"An entrepreneur starts a yoga retreat center that honors ancient yoga practices and philosophy, while also using social media platforms extensively to market the retreat globally.",14,Imagine you are tasked with designing yoga sessions at the retreat that blend traditional practices with modern-day innovations. How would you approach creating a unique and engaging yoga experience for your participants?,Openness to Experience
india,"An entrepreneur starts a yoga retreat center that honors ancient yoga practices and philosophy, while also using social media platforms extensively to market the retreat globally.",14,Assume you are responsible for managing the daily operations of the yoga retreat. How would you ensure that each class starts on time and adheres to the ancient yoga practices while integrating modern amenities?,Conscientiousness
india,"An entrepreneur starts a yoga retreat center that honors ancient yoga practices and philosophy, while also using social media platforms extensively to market the retreat globally.",14,You are attending a local festival to promote the yoga retreat. Describe how you would interact with the attendees to capture their interest and boost registration at the center.,Extraversion
india,"An entrepreneur starts a yoga retreat center that honors ancient yoga practices and philosophy, while also using social media platforms extensively to market the retreat globally.",14,Imagine a scenario where a guest at the retreat expresses dissatisfaction with the facilities. How do you handle the situation to ensure the guest feels heard and valued?,Agreeableness
india,"An entrepreneur starts a yoga retreat center that honors ancient yoga practices and philosophy, while also using social media platforms extensively to market the retreat globally.",14,Assume the center receives a negative review online criticizing the balance between traditional practices and modern marketing. How would you emotionally and strategically handle reading and responding to this feedback?,Neuroticism
india,"At a traditional festival, an individual wears culturally significant attire for the rituals and later changes into western clothing for post-ceremony celebrations with friends at a pub.",15,Imagine you are at a traditional Indian festival and encounter an art installation that symbolizes a new perspective on the rituals. How do you react to this modern twist on conventional traditions?,Openness to Experience
india,"At a traditional festival, an individual wears culturally significant attire for the rituals and later changes into western clothing for post-ceremony celebrations with friends at a pub.",15,Assume you are in charge of organizing the attire for the festival participants. How do you ensure that everyone follows the culturally significant dress code before switching to western clothing for the pub celebration?,Conscientiousness
india,"At a traditional festival, an individual wears culturally significant attire for the rituals and later changes into western clothing for post-ceremony celebrations with friends at a pub.",15,Imagine you meet a diverse group of strangers during the post-ceremony celebration at the pub. How do you approach socializing and engaging with them throughout the evening?,Extraversion
india,"At a traditional festival, an individual wears culturally significant attire for the rituals and later changes into western clothing for post-ceremony celebrations with friends at a pub.",15,Assume one of your friends feels uncomfortable with the idea of changing into western clothing due to cultural sensitivity. How do you address their concerns while respecting their feelings?,Agreeableness
india,"At a traditional festival, an individual wears culturally significant attire for the rituals and later changes into western clothing for post-ceremony celebrations with friends at a pub.",15,"Imagine a situation where, due to unforeseen circumstances, your culturally significant attire gets stained just before the ritual. How do you handle your emotions and stress in this moment?",Neuroticism
india,"A family consults a priest for a housewarming ceremony to choose an auspicious date, while the interior design of their new home follows modern minimalist trends.",16,"Imagine you are choosing decor for your new home, which follows a modern minimalist style. How do you incorporate traditional Indian elements into this new setting, if at all?",Openness to Experience
india,"A family consults a priest for a housewarming ceremony to choose an auspicious date, while the interior design of their new home follows modern minimalist trends.",16,Assume you are in charge of organizing the housewarming ceremony. How would you prioritize the tasks to ensure the ceremony is both timely and respectful of traditional customs?,Conscientiousness
india,"A family consults a priest for a housewarming ceremony to choose an auspicious date, while the interior design of their new home follows modern minimalist trends.",16,Picture yourself arriving at the housewarming ceremony attended by both family and friends. How do you engage with the guests to make everyone feel welcome and involved in the event?,Extraversion
india,"A family consults a priest for a housewarming ceremony to choose an auspicious date, while the interior design of their new home follows modern minimalist trends.",16,Imagine the priest suggests a date that conflicts with your work schedule but is considered auspicious. How do you handle this situation considering the expectations of family and tradition?,Agreeableness
india,"A family consults a priest for a housewarming ceremony to choose an auspicious date, while the interior design of their new home follows modern minimalist trends.",16,Assume you discover last-minute changes in the ceremony plan just as the event is about to start. How do you react to this and what steps do you take to manage any stress or anxiety?,Neuroticism
india,"A tech company in India celebrates the Hindu New Year by giving employees a traditional lunch and a holiday gift, which includes the latest tech gadgets.",17,"Imagine you are at the Hindu New Year celebration at your tech company. After enjoying the traditional lunch, employees are invited to try out the latest tech gadgets presented as holiday gifts. How do you approach and explore the selection of new gadgets?",Openness to Experience
india,"A tech company in India celebrates the Hindu New Year by giving employees a traditional lunch and a holiday gift, which includes the latest tech gadgets.",17,Assume you are responsible for organizing the gift distribution at the New Year celebration at your tech company. How do you ensure a smooth process and that everyone receives their gift on time?,Conscientiousness
india,"A tech company in India celebrates the Hindu New Year by giving employees a traditional lunch and a holiday gift, which includes the latest tech gadgets.",17,Imagine yourself mingling with colleagues during the traditional lunch at the Hindu New Year event in your tech company. How do you engage with others and involve yourself in conversations during the celebration?,Extraversion
india,"A tech company in India celebrates the Hindu New Year by giving employees a traditional lunch and a holiday gift, which includes the latest tech gadgets.",17,Assume your colleague is unable to attend the Hindu New Year celebration at your office. They ask if you can save a portion of the traditional lunch and keep their holiday gift aside. How would you respond and assist them?,Agreeableness
india,"A tech company in India celebrates the Hindu New Year by giving employees a traditional lunch and a holiday gift, which includes the latest tech gadgets.",17,"Imagine you are eagerly anticipating the holiday gift at the Hindu New Year celebration, but there’s a delay in the distribution. How do you handle any anxious or negative emotions you might feel during this situation?",Neuroticism
india,"During a family gathering, elders speak in the local language and share folk stories, while the younger generation engages with each other and their friends through social media using selfies and Instagram stories.",18,"Imagine you are attending a family gathering where elders are sharing folk stories in the local language. How would you approach this experience, and would you try to learn more about these stories and the cultural context behind them?",Openness to Experience
india,"During a family gathering, elders speak in the local language and share folk stories, while the younger generation engages with each other and their friends through social media using selfies and Instagram stories.",18,"Assume you are responsible for organizing the family gathering. How would you manage the event to ensure everyone feels included and respected, both the elders sharing stories and the younger members engaging online?",Conscientiousness
india,"During a family gathering, elders speak in the local language and share folk stories, while the younger generation engages with each other and their friends through social media using selfies and Instagram stories.",18,"At the family gathering, you notice a mix of social circles—elders, some sharing stories, and the younger generation busy with smartphones. How do you navigate this environment, and do you find yourself spending more time with one group or the other?",Extraversion
india,"During a family gathering, elders speak in the local language and share folk stories, while the younger generation engages with each other and their friends through social media using selfies and Instagram stories.",18,"During the gathering, a disagreement arises about the importance of preserving traditional stories versus embracing modern online interactions. How do you contribute to the conversation in a way that fosters harmony?",Agreeableness
india,"During a family gathering, elders speak in the local language and share folk stories, while the younger generation engages with each other and their friends through social media using selfies and Instagram stories.",18,"While at the gathering, you feel slightly overwhelmed by the cultural expectations and lively interactions around you. How do you handle your emotions to ensure you enjoy the event?",Neuroticism
india,An Indian couple celebrates their anniversary by visiting a temple for blessings in the morning and spending the evening dining at a contemporary fusion cuisine restaurant.,19,"Imagine you are at the fusion restaurant and the menu offers a dish combining traditional Indian flavors with avant-garde techniques. Would you be eager to try this novel dish, or would you stick to something more familiar?",Openness to Experience
india,An Indian couple celebrates their anniversary by visiting a temple for blessings in the morning and spending the evening dining at a contemporary fusion cuisine restaurant.,19,Assume you are in charge of organizing the anniversary events. How would you ensure everything runs smoothly from the temple visit in the morning to the dinner reservation in the evening?,Conscientiousness
india,An Indian couple celebrates their anniversary by visiting a temple for blessings in the morning and spending the evening dining at a contemporary fusion cuisine restaurant.,19,"Picture yourself dining at the restaurant with the anniversary couple when a live music band starts playing. Would you join in for a dance and encourage others to as well, or prefer to enjoy the music from your seat?",Extraversion
india,An Indian couple celebrates their anniversary by visiting a temple for blessings in the morning and spending the evening dining at a contemporary fusion cuisine restaurant.,19,Imagine that there's a last-minute change in the dinner plan because of a mix-up at the restaurant. How would you handle the situation to keep the anniversary celebration mood positive and enjoyable?,Agreeableness
india,An Indian couple celebrates their anniversary by visiting a temple for blessings in the morning and spending the evening dining at a contemporary fusion cuisine restaurant.,19,Suppose you are deeply involved in the couple's anniversary planning and things start going differently than expected. How would you feel and react to these unexpected changes at the temple and during dinner?,Neuroticism
india,"Ajay's grandparents, parents, and siblings all reside under one roof, and every evening, they gather together in the living room for storytelling and family discussions.",20,"Imagine you are part of Ajay's family, and tonight the topic of discussion is the potential for cultural exchange with families from different regions of India or other countries. How do you engage with this topic and what suggestions do you bring to the table?",Openness to Experience
india,"Ajay's grandparents, parents, and siblings all reside under one roof, and every evening, they gather together in the living room for storytelling and family discussions.",20,Assume you are responsible for ensuring the storytelling sessions are well-organized and run smoothly. How do you prepare and ensure that each family member has an opportunity to share their stories and thoughts?,Conscientiousness
