country,question_id,question,trait,high,moderately_high,medium,moderately_low,low
brazil,16,"Assume you are responsible for organizing the shared drive after the transportation cancellation in Brazil. How do you ensure that everyone’s needs are met, from planning stops to managing expenses?",Conscientiousness,"I will create a detailed itinerary, take feedback from everyone, and develop a budget plan, ensuring all stops and expenses are clearly accounted for and communicated.","I will draft a plan with regular updates and keep track of key expenses, ensuring to include most of the necessary stops.","I’ll put together a basic plan covering main stops and a rough estimate of expenses, with some input from others.",I’ll prepare an outline of stops and discuss several aspects but rely on others to manage the expenses.,"I’ll ask someone else to handle it and follow their plan, pitching in whenever required."
brazil,17,Imagine you're in the car with your friends driving through the vibrant streets of Brazil after your bus got canceled. How do you engage with your friends and the locals you meet along the way?,Extraversion,"I would start conversations with everyone, sharing stories and inviting my friends and any locals we meet to join in on singing and dancing in the car.","I'd chat with my friends and occasionally make conversation with any locals we meet, encouraging everyone to enjoy the moment.","I would talk to my friends, enjoying their company and occasionally greeting locals with a smile or nod.","I would primarily listen, joining in conversations with my friends every now and then, but wouldn't initiate interaction with locals.","I would enjoy the quiet, reflecting on the experience, and would only speak when directly spoken to."
brazil,18,"While traveling together by car in Brazil, differences in opinion arise on the choice of music and places to visit. How would you address everyone's preferences to create a harmonious trip?",Agreeableness,"I would suggest we take turns choosing music and destinations, ensuring everyone's preferences are considered and everyone feels included.","I’d propose a compromise, like alternating between top picks from each person, to keep everyone satisfied.",I would suggest a fair vote on the choices to find the most popular options that suit the group's mood.,"I'd recommend sticking to a pre-decided itinerary to avoid lengthy discussions, but would be open to a couple of deviations.","I’d suggest we stick to the original plan and try not to change it too much, to keep things simple and focused."
brazil,19,Imagine the tension is rising as challenges such as navigation errors and weather changes occur during your car trip in Brazil. How do you manage your stress and maintain your composure to handle these unexpected situations?,Neuroticism,"I become quite flustered and have a hard time keeping my stress in check, often feeling frustrated by the challenges.",I get somewhat stressed out and feel overwhelmed but attempt to keep it together while addressing the issues.,"I feel a bit anxious but take it one step at a time, trying to focus on finding solutions as they come.","I take a few deep breaths, remind myself it's all part of the adventure, and try my best to adapt.","I stay calm and collected, quickly adjusting the route and laughing off the unexpected weather challenges."
brazil,20,Imagine you are in the office during the air conditioning breakdown. How do you contribute creatively to make this a more enjoyable and productive team-building exercise?,Openness to Experience,I suggest we hold an impromptu indoor picnic with fans and a playlist of upbeat Brazilian music to keep spirits high and promote teamwork.,I propose organizing a quick brainstorming session for creative solutions while enjoying popsicles to keep cool.,I recommend gathering everyone near the breeziest spot in the office to continue working together on a common project.,I suggest taking a short break and maybe discussing work-related topics in smaller groups for a change.,I prefer to stay focused individually and find a quiet spot where it's cooler to continue working.
brazil,21,Assume you are in the position of coordinating the response to the air conditioning issue. How do you ensure that the team stays productive and organized while dealing with this discomfort?,Conscientiousness,"I would create a detailed plan with timelines and delegate tasks effectively, ensuring everyone stays on track while addressing the AC issue promptly.",I would prioritize the most urgent tasks and provide the team with regular updates about the AC situation to keep them informed and focused.,"I'd encourage the team to adapt to the situation, checking in periodically and handling urgent issues as they arise.","I'd suggest the team manage their tasks as best as they can, without overly organizing the workflow given the circumstances.",I'd tell the team to just get through the day as comfortably as possible without imposing any specific structure.
brazil,22,Imagine you are mingling with colleagues during this unexpected break caused by the heat. How do you interact with your peers to keep the team's spirits high and forge new connections?,Extraversion,I initiate a lively conversation involving jokes and invite everyone to join in a spontaneous dance to upbeat music.,"I engage with a small group, sharing funny stories and suggesting a relaxed group activity.","I chat with those around me, participating in light conversations and listening to others' experiences.","I stand with my close friends, occasionally participating in the conversations around me.","I find a quiet spot, enjoying the break on my own while observing others from a distance."
brazil,23,Assume you are the one who needs to negotiate with colleagues about the limited shadier spots in the office. How do you approach finding a fair and agreeable solution for everyone?,Agreeableness,I would suggest organizing a meeting with everyone to discuss their needs and collaboratively come up with a rotation schedule that ensures fairness.,I propose that we consider each person's preferences and create a schedule that balances everyone's comfort throughout the week.,I would ask for others' opinions and suggest a compromise that allows everyone to have some access to the shadier spots.,I might suggest taking into account seniority and personal needs to decide who gets the spots.,"I would propose that the matter be left to management to decide, as it might be too complex to handle individually."
brazil,24,Imagine you start feeling stressed by the sudden change in environment due to the broken air conditioning. How do you handle your emotions and respond to this stressful situation while in the office?,Neuroticism,"I feel overwhelmed by the discomfort and find it difficult to focus on work, becoming increasingly anxious as the day goes on.","I feel noticeably uncomfortable and stressed, but I try to manage my emotions by taking short breaks to calm down.","I acknowledge the discomfort and concentrate on my tasks, adjusting to the situation gradually.","I notice the change but manage to stay fairly calm, trying to come up with solutions or alternatives for cooling off.","I adapt easily to the change, focusing on my work without being significantly affected by the broken air conditioning."
brazil,25,Imagine you are the student whose projector just malfunctioned during a presentation in Brazil. How would you come up with a creative workaround to keep your audience engaged using the limited resources available?,Openness to Experience,"I would turn the presentation into an interactive storytelling session, using props and inviting my classmates to act out parts of the presentation.",I would create a quick brainstorming session with the audience to explore the presentation topics through group activities and discussions.,"I would explain the main concepts verbally, using the board to draw diagrams and highlight key points.",I would use my laptop screen to show critical parts of the presentation to small groups.,I would summarize the key points verbally and suggest reading the slides on their own later.
brazil,26,Assume you are in charge of ensuring the presentation goes smoothly despite the projector failure. What steps would you take to quickly resolve the issue and prevent it from affecting the quality of your work in the future?,Conscientiousness,"I would swiftly arrange for an alternative projector, ensure proper setup, and implement a maintenance schedule while briefing the team on backup plans.",I would arrange for a backup projector and discuss with my team how to handle such issues in the future.,I would look for another projector and make a note to check equipment beforehand next time.,I'd try to find a backup device and plan to discuss better preparation for future occasions.,I would see if anyone else can lend a projector and hope it doesn’t happen next time.
brazil,27,You are the student whose presentation relies on group interaction without a projector. How do you communicate the key points of your presentation to keep the Brazilian audience enthusiastic and involved?,Extraversion,"I energetically engage with the audience by encouraging discussion, using humor, and incorporating interactive activities to make everyone feel like part of the presentation.",I present the key points clearly and involve the audience by asking questions and encouraging them to share their thoughts.,"I deliver the information confidently, making eye contact and occasionally asking for feedback to keep the audience engaged.","I focus on delivering the main points calmly, occasionally asking simple questions to maintain interest.","I deliver the presentation by speaking clearly and sticking closely to my planned points, with minimal audience interaction."
brazil,28,Imagine you are in the position of asking your group of Brazilian peers to huddle around your laptop for a better view. How do you ensure they feel comfortable and willing to support you during the presentation?,Agreeableness,"I would warmly invite them, ensure everyone has space, and ask if there's anything they need to be comfortable.",I would kindly ask them to gather around and check if everyone is okay with the arrangement.,I would ask them to move closer and make sure they can all see the screen.,I would suggest they come nearer and assume it's alright unless someone speaks up.,I would tell them to gather around and focus on the presentation.
brazil,29,Assume you are dealing with the stress of a malfunctioning projector during an important presentation. How do you manage your emotions and maintain composure in front of your Brazilian classmates and professors?,Neuroticism,"I would feel extremely overwhelmed and worried, finding it hard to hide my frustration, but I'd try to smile and excuse myself briefly to regain control.","I might feel quite anxious and tense, but I'd make a light joke to soften the mood while I troubleshoot the issue.","I would experience some stress, but I'd calmly ask for assistance and keep the class informed about what's happening.","I'd have some concern, but I'd focus on remaining composed and managing the issue without significant emotional display.","I would keep my cool and manage the technical problem with a clear head, seeing it as a minor inconvenience."
brazil,30,Imagine you are intrigued by the stories of others and see this power outage as an opportunity to learn about your neighbors' diverse cultural backgrounds. How do you engage with them to explore their stories and share experiences?,Openness to Experience,"I organize a neighborhood storytelling night on my terrace, inviting everyone to share and listen to personal stories and cultural tales.","I invite a few neighbors over for a casual gathering, and we each take turns sharing interesting anecdotes from our cultures over snacks.","I chat with neighbors during the outage, asking questions about their backgrounds and sharing some of my own experiences.","I have a brief conversation with those nearby about our cultural backgrounds, keeping it light and simple.","I make small talk with one or two neighbors, mostly sticking to familiar topics without delving too deeply into cultural discussions."
brazil,31,Assume you are in the position of organizing a communal dinner during the outage. How do you manage the logistics and ensure everyone is involved in the preparations while keeping everything running smoothly?,Conscientiousness,"I create a detailed checklist, assign clear tasks to each person based on their strengths, and set deadlines to make sure everything is organized and on time.","I plan the main activities, delegate tasks to groups, and occasionally check in to keep everything on track and ensure collaborative effort.","I discuss a general plan with everyone, suggest tasks that need to be done, and hope for some enthusiasm to share responsibilities.","I let people know about the dinner, mention a few things that need doing, and step back hoping everyone will pitch in their part.",I simply inform people about the need for a communal dinner and leave it to them to sort out what needs to be done.
brazil,32,"Imagine you're at the center of the gathering, and the light-hearted atmosphere encourages you to initiate a game or activity. What do you do to energize the group and keep the conversation lively?",Extraversion,I jump in with a fun and interactive group game like charades or karaoke to get everyone's energy up.,I suggest a dance-off or a trivia game to keep the fun going and involve everyone.,I offer to organize a simple game like cards or board games that everyone can enjoy.,I suggest a round of questions or a shared storytelling activity with whoever wants to participate.,I casually join the existing conversation and contribute to keep it going without suggesting any new activity.
brazil,33,Assume one of the families seems uncomfortable joining in the street festivities due to a recent misunderstanding. How do you approach them to encourage their participation and smooth over any tensions?,Agreeableness,"I start by sincerely apologizing for any misunderstandings and warmly invite them to join, assuring them that their presence is greatly valued.","I approach them with a smile and express how much we would love for them to join us, acknowledging that any past issues were unintended.","I casually approach them, express that it would be nice to have them with us, and suggest we leave any misunderstandings behind.","I wave them over and mention that they can join if they feel like it, without bringing up the past issues.","I nod at them and let them know they are welcome if they change their mind, then walk away without mention of the misunderstanding."
brazil,34,"Imagine you're concerned about the blackout's duration and its potential impacts. How do you handle any arising anxieties or help others who might be worried, ensuring the evening remains enjoyable for everyone?",Neuroticism,"My mind races with thoughts of every worst-case scenario, so I start pacing and insist on calling the electric company repeatedly to get updates.","I feel uneasy and find myself constantly checking the doors and windows, while nervously suggesting to others that we might need to be prepared for an extended blackout.","I feel a bit restless and mention my concerns a couple of times, but try to ease the mood by organizing a relaxed chat over candlelight.","I acknowledge some worry but focus on keeping the mood light, suggesting we tell jokes or play guessing games to distract from the situation.","I remain calm, suggesting we sit back and enjoy the unexpected break, trusting that the power situation will resolve itself soon without much fuss."
brazil,35,"Imagine you are at the stadium during the soccer game delay, and the crowd starts suggesting different types of mini-games. Would you be excited to join an unusual or creative game even if you've never played it before?",Openness to Experience,"Absolutely! I love trying new and creative activities, and I'm eager to join in the fun.","Sure, I'd be interested in giving it a go, especially if it sounds creative.",I might give it a try if it doesn't seem too complicated or unusual.,"I prefer familiar games, but I might watch how the new one goes.",I’d rather stick with games I know; I'm not that interested in trying something unusual.
brazil,36,"Assume you are managing one of the teams during the delay. When it comes to organizing the mini-games, how do you go about ensuring everything is well-coordinated and that everyone knows the rules?",Conscientiousness,"I create a detailed schedule, distribute printed rulebooklets, hold a pre-game briefing, and assign specific roles to team members to ensure smooth execution.",I make sure to verbally explain the rules to everyone and send out a reminder email with all the necessary details before we start.,I briefly explain the game rules and provide everyone with a contact person for any questions during the event.,I share a summary of the rules with the team and ask everyone to make sure they understand their roles.,I trust the team to figure it out as we go and intervene only if any major issues arise.
brazil,37,"Picture yourself in the middle of the crowd, surrounded by fellow soccer fans. How do you engage with those around you to keep the energy up while waiting for the referee to arrive?",Extraversion,"I start leading a chant and encourage everyone to join in, making up spontaneous songs about our team.","I chat with a group nearby, sharing fun stories about past matches and starting some cheers.",I talk to a few people around me and join in any chants or discussions that are already happening.,"I smile and nod at others, joining in on any chants if they start, but mostly enjoy observing the crowd.","I keep to myself, quietly enjoying the atmosphere and watching the interactions around me."
brazil,38,"Imagine you are asked to join a team that you initially weren't rooting for in one of the mini-games. How do you respond, considering the request came from someone who seems really enthusiastic about having you on their side?",Agreeableness,"Of course, I'd be happy to join your team! Your enthusiasm is contagious, and I'm excited to be part of it!","Sure, I'll join. Your excitement makes it hard to resist!","Alright, I’ll join the team and give it a shot.","I suppose I could join, but I wasn’t really planning on it.","I think I'll stick with my original plan, but thanks for asking."
brazil,39,Assume you start to feel anxious about the delay in the official game. How do you manage your emotions and maintain a positive attitude while participating in or watching the mini-games?,Neuroticism,"I find it challenging to stay calm, but I try taking deep breaths and focusing solely on the present moment of the mini-games.","I feel uneasy, so I chat with friends around me to distract myself and keep a positive vibe.",I accept the delay and engage in some of the mini-games to pass the time and stay positive.,"I might get a little annoyed, but I try to enjoy the atmosphere and casually participate in the mini-games.",I don't let it bother me much; I just go with the flow and enjoy the mini-games without much concern.
brazil,40,Imagine you are the entrepreneur in Brazil; the delay gives you time to explore new Brazilian coffee flavors and innovative drink ideas for the café. How do you approach experimenting with these new concepts and discovering unusual combinations?,Openness to Experience,"I delve deep into Brazil's diverse coffee regions, taste a wide variety of unconventional flavors, and invent a unique menu that breaks traditional boundaries.","I explore a broad range of Brazilian coffee flavors, mixing them creatively to surprise and delight my customers with new experiences.","I sample some traditional and a few lesser-known Brazilian coffees, aiming to create new beverages that balance familiar tastes with novel ideas.","I stick primarily to traditional Brazilian coffee flavors, occasionally adding a slight twist to keep things interesting.","I prefer to focus on the tried-and-true classic Brazilian coffee drinks, ensuring consistency and reliability for my customers."
brazil,41,Assume you are responsible for the café's launch strategy. The permit allows extra time to optimize the opening schedule. How do you plan and organize tasks during this unexpected delay to ensure everything is ready for the official opening?,Conscientiousness,"I will create a detailed timeline with specific tasks, delegating responsibilities and setting regular check-ins to ensure everything is on track.",I will prioritize the most essential tasks first and assign deadlines and team roles to keep things organized.,"I will list all the major tasks and work through them one by one, adjusting as necessary.","I'll focus on the essential tasks and address others as they arise, keeping a flexible approach.","I will handle tasks as they come without specific plans, addressing day-to-day needs."
brazil,42,Imagine you invite your friends to the café for a pre-opening gathering with free coffee samples. How do you interact with them and use this opportunity to energize the atmosphere and get them excited about the café's concept?,Extraversion,"I engage everyone by sharing stories about the café's journey, leading fun icebreakers, and encouraging everyone to sample different coffees and share their thoughts.","I actively talk to all my friends, encouraging them to try the different samples and asking for their feedback on the concept.",I chat with my friends about the café and encourage small group discussions about the coffee we're sampling.,"I mingle with a few friends at a time, speaking softly about our concept and occasionally offering up coffee samples.","I engage in brief conversations with a couple of friends, mostly letting them explore the samples on their own."
brazil,43,"Assume you are hosting your friends during the pre-opening as a friendly gesture. How do you ensure your friends feel welcome and appreciated, and what efforts do you make to gather their feedback positively?",Agreeableness,"I warmly greet each friend, create a personalized experience, and constantly check in to gather feedback and make improvements throughout the evening.","I greet everyone with enthusiasm, provide some special snacks or drinks, and ask for their opinions toward the end of the gathering.","I welcome my friends, offer them refreshments, and casually ask for their thoughts at the end of the event.","I greet my friends and provide basic refreshments, occasionally asking for feedback if time allows.","I say hello, let them enjoy themselves, and don’t actively seek their feedback."
brazil,44,Imagine you're faced with the setback of the permit delay. How do you manage your stress and emotional reactions during this period to maintain a positive outlook while preparing for the pre-opening gathering?,Neuroticism,"I feel overwhelmed and find it hard to sleep, constantly worrying about the consequences of the delay.",I experience bouts of stress and frustration but try to talk it out with someone whenever possible.,I feel slightly stressed but manage to find moments of calm by focusing on practical solutions.,"I occasionally get nervous but maintain a mostly level-headed approach, reminding myself to stay focused.","I remain composed, finding it relatively easy to manage my emotions and keep a long-term perspective."
brazil,45,"Imagine you are at the beach festival when the wind scatters decorations. Given the opportunity to redecorate, what innovative ideas would you propose to transform the ambiance using the scattered items?",Openness to Experience,I'd repurpose the decorations into a stunning art installation highlighting the festival theme and use natural elements like sand and shells to enhance the design.,"I would rearrange the items into a creative pattern that mirrors Brazilian street art, adding a unique flair to the festival area.","Using the available decorations, I'd organize them to complement each beach zone, ensuring everything looks coordinated and pleasant.","I'd collect the decorations and place them back where they belong, ensuring everything is tidy and organized as before.","I would simply gather the decorations and keep them aside, not altering the original setup much."
brazil,46,Assume you are responsible for organizing the volunteers during the redecorating process. How would you prioritize tasks to ensure an efficient and orderly redecoration?,Conscientiousness,"I would create a detailed schedule, assign tasks based on individual skills, and follow up regularly to make adjustments as necessary.","I would set clear priorities and deadlines, assigning tasks according to everyone's strengths to maintain a smooth workflow.","I would make a list of tasks and divide them among volunteers, checking in occasionally to ensure progress.",I would ask the volunteers to choose tasks they are comfortable with and provide guidance when needed.,"I would let the volunteers choose their own tasks and see how it goes, intervening only if issues arise."
brazil,47,Imagine the wind has just disarrayed the festival decorations. How do you engage with other attendees and volunteers to collectively brainstorm and execute a plan to restore the festive atmosphere?,Extraversion,"I would enthusiastically rally everyone together, leading a discussion and inspiring the group with innovative ideas to quickly restore the decorations and even improve them.",I’d actively seek out a few volunteers to discuss and implement creative solutions for getting the decorations back up.,I’d join a small group to share a few ideas and help with whatever tasks are needed to fix the decorations.,I’d follow someone else’s lead and assist with whatever tasks they suggest to help with the decorations.,I’d quietly wait for instructions from the organizers or others on how I can help with the decorations.
brazil,48,Assume you notice some attendees who are feeling overwhelmed by the sudden chaos. What actions would you take to offer support and foster a spirit of cooperation among the group as you redecorate the festival?,Agreeableness,"I would gather everyone together, actively listen to their concerns, and propose a plan that ensures everyone feels included and comfortable.","I would check in with those feeling overwhelmed, offer to help where needed, and encourage teamwork to find solutions.","I would ask if anyone needs assistance, suggest some ways to organize, and try to help wherever possible.","I would suggest a couple of ways to reduce chaos but focus on my tasks, letting others find what works for them.","I would assume they will figure it out on their own and continue with my own tasks, focusing on getting things done."
brazil,49,Picture yourself in the middle of the festival when the wind disrupts the decorations. How do you manage your emotions and stress in this situation while staying focused on solving the problem at hand?,Neuroticism,"I feel overwhelmed and anxious, but I take deep breaths, prioritize tasks, and focus intensely on resolving the issue to restore everything quickly.","I initially feel stressed, but I pause to calm myself, consult a few people for ideas, and start working on a plan to fix the decorations.","I recognize the situation is challenging, but after a short moment of tension, I rationally allocate my focus to seek a practical solution.","Though slightly unnerved, I try to remain calm and deliberate with my choices, ensuring the decorations are fixed at a steady pace.","I shrug it off, trusting it can be managed without much stress, and focus on calmly organizing a few people to help solve the problem."
brazil,50,"Imagine you are Lucas and you've just discovered a colorful street festival happening along one of the shortcuts you're taking. Do you take a few moments to explore the festival and immerse yourself in the local culture, or do you stick strictly to your route to ensure you arrive at the meeting?",Openness to Experience,I'll definitely take some time to explore the festival; experiencing local culture is always worth it.,"I'll explore the festival quickly, it's a unique chance to enjoy some local culture before moving on.","I might glance around the festival for a brief moment, but I won't delay for too long.","I'll probably continue on my way, perhaps stopping if something really catches my eye.",I'll stick to my route; I'm not interested in getting sidetracked by the festival.
brazil,51,"Assume you are in Lucas's position, keeping track of the time while navigating through shortcuts. How do you balance your focus on reaching the meeting on time with carefully obeying traffic rules and making safe driving decisions?",Conscientiousness,"I consistently prioritize driving safely and following all traffic rules, while efficiently planning my route and managing time to ensure punctuality.","While I ensure to follow most traffic rules, I also keep a close eye on the time and adjust my route for efficiency whenever safe to do so.","I try to balance the urgency with safety, obeying key traffic rules but occasionally taking safe shortcuts to save some time.","I focus more on reaching the meeting on time and follow the essential traffic rules, while sometimes taking calculated risks to avoid delays.","I am primarily concerned about arriving quickly, occasionally bending minor traffic rules if it helps to save time, though I remain generally careful."
brazil,52,"Imagine Lucas stops at a local café along the shortcut to ask for directions. Do you find yourself chatting enthusiastically with the locals and soaking up their energy, or do you just get the information you need and quickly head back to your journey?",Extraversion,"I immerse myself in conversations with the locals and enjoy the lively interaction, making new friends along the way.",I have a pleasant chat with the locals and appreciate their friendliness before getting back on my journey.,"I exchange a few words with the locals, feeling comfortable but not eager to linger for too long.","I thank the locals for the directions and perhaps exchange a brief pleasantry, then continue on my journey.",I focus on getting the directions needed and politely excuse myself to promptly resume my trip.
